       79, 200mm Reinforced Steel Plates II 
       79, Large S95a Remote Shield Booster 
       79, Caracal 
       79, Imperial Navy Slicer 
       79, Federation Navy Midshipman Insignia III 
       79, Ogre II 
       78, Enhanced Ward Console 
       78, 250mm Light 'Scout' Artillery I 
       77, Medium Unstable Power Fluctuator I 
       77, Federation Navy Fleet Captain Insignia I 
       77, Prototype Sensor Booster 
       76, 720mm Prototype Siege Cannon 
       76, Limited Light Electron Blaster I 
       76, Small Core Defense Capacitor Safeguard I 
       76, Mega Modulated Pulse Energy Beam I 
       75, ECM - Spatial Destabilizer I 
       75, Imperial Navy Standard L 
       75, Tracking Computer I 
       75, 10MN Microwarpdrive II 
       75, Small Rudimentary Energy Destabilizer I 
       74, Limited Cybernetic Subprocessor - Beta 
       74, Caldari Navy Midshipman Insignia I 
       74, Upgraded EM Ward Amplifier I 
       73, Standard L 
       73, Caldari Navy Captain Insignia I 
       73, Trigger Unit 
       72, 720mm 'Scout' Artillery I 
       72, Hafnium 
       71, Inherent Implants 'Squire' Engineering EG-603 
       71, Small Hybrid Locus Coordinator I 
       70, Limited Memory Augmentation - Beta 
       70, Limited Ocular Filter - Beta 
       70, 250mm Light Carbine Howitzer I 
       70, Heron 
       70, Interdiction Sphere Launcher I 
       70, Wasp I 
       69, Small Shield Booster I 
       69, Harpy 
       69, Republic Fleet Firetail 
       69, Tormentor 
       68, Taranis 
       68, Datacore - Graviton Physics 
       68, Small Focused Pulse Laser I 
       66, Mobile Small Warp Disruptor I 
       66, Brutix 
       66, Small Projectile Ambit Extension I 
       65, 800mm Reinforced Rolled Tungsten Plates I 
       65, Small Drone Control Range Augmentor I 
       64, Beta Hull Mod Nanofiber Structure 
       64, 150mm 'Scout' Accelerator Cannon 
       64, Small Focused Modulated Pulse Energy Beam I 
       63, Small Mobile Siphon Unit 
       63, Modal Neutron Particle Accelerator I 
       63, Tornado 
       62, Medium Capacitor Booster II 
       62, Maulus 
       62, Exequror 
       62, Extruded Heat Sink I 
       62, Sabre 
       62, Medium Nanobot Accelerator I 
       61, Limited Neural Boost - Beta 
       61, Drake 
       61, Small Electrochemical Capacitor Booster I 
       61, Thermic Dissipation Field II 
       61, Dual 150mm Prototype Gauss Gun 
       60, Social Adaptation Chip - Standard 
       60, Prophecy 
       60, Modal Mega Neutron Particle Accelerator I 
       60, Indirect Scanning Dampening Unit I 
       60, Maller 
       60, Wasp EC-900 
       59, Cargo Scanner I 
       59, Prototype 'Arbalest' Heavy Assault Missile Launcher I 
       58, Small Remote Armor Repairer I 
       58, Small Drone Speed Augmentor I 
       57, 125mm Prototype Gauss Gun 
       57, Small Shield Booster II 
       57, Federation Navy Comet 
       57, EM Ward Amplifier I 
       56, Federation Navy Fleet Colonel Insignia I 
       56, 1400mm Gallium Cannon 
       56, Sleeper Data Library 
       55, Heavy Unstable Power Fluctuator I 
       55, Dominix 
       55, Infiltrator I 
       55, Small Hybrid Metastasis Adjuster I 
       55, Medium Core Defense Field Purger I 
       55, Lorentz Fluid 
       54, Oracle 
       54, Jaguar 
       54, Standard M 
       54, 'Malkuth' Heavy Missile Launcher I 
       54, Small Anti-Kinetic Pump I 
       54, Tachyon Modulated Energy Beam I 
       54, Datacore - Amarrian Starship Engineering 
       54, Small Pulse Laser Battery 
       54, Customs Office 
       54, Concussion Bomb 
       54, Promethium 
       54, Dread Guristas Scourge Torpedo 
       53, Tracking Disruptor I 
       53, Small Remote Armor Repairer II 
       53, Scorch Bomb 
       53, 250mm Light Artillery Cannon I 
       52, Parallel Weapon Navigation Transmitter 
       52, Inherent Implants 'Squire' Engineering EG-602 
       52, Fourier Transform Tracking Program 
       52, Small Energy Burst Aerator I 
       52, Computer Chips 
       51, Hurricane 
       51, Large Micro Jump Drive 
       51, Linear Flux Stabilizer I 
       51, Buzzard 
       51, Spatial Attunement Unit 
       51, Dragoon 
       51, Medium Armor Maintenance Bot I 
       50, Rupture 
       50, 125mm Railgun I 
       50, Mark I Generator Refitting: Capacitor Power Relay 
       50, Medium 'Regard' Remote Capacitor Transmitter 
       50, Neural Network Analyzer 
       50, Medium 'Arup' Remote Armor Repairer 
       50, Heavy Armor Maintenance Bot I 
       50, Force Cable 
       49, Local Hull Conversion Nanofiber Structure I 
       49, Supplemental Scanning CPU I 
       49, 425mm Medium 'Scout' Autocannon I 
       48, 'Refuge' Adaptive Nano Plating I 
       48, Beta Reactor Control: Diagnostic System I 
       48, Dual Modulated Pulse Energy Beam I 
       48, Gamma S 
       48, Reactive Armor Hardener 
       47, Zainou 'Gypsy' Electronics EE-603 
       46, Festival Launcher 
       46, Small Azeotropic Ward Salubrity I 
       46, Counterbalanced Weapon Mounts I 
       46, Medium Remote Repair Augmentor I 
       46, Imperial Navy Radio M 
       45, Stiletto 
       45, Crucifier 
       45, E5 Prototype Energy Vampire 
       45, Datacore - Rocket Science 
       45, Dual Light Pulse Laser I 
       44, F-392 Baker Nunn Tracking Disruptor I 
       44, Corpse Female 
       44, Navy Micro Auxiliary Power Core 
       44, Small Emission Scope Sharpener I 
       44, Large Rudimentary Concussion Bomb I 
       44, 800mm Reinforced Steel Plates II 
       44, Enyo 
       44, Datacore - Electromagnetic Physics 
       44, Aurora S 
       44, Bookmark 
       44, Electric Conduit 
       44, Dual Light Beam Laser II 
       43, Cargo Scanner II 
       43, Large Ancillary Shield Booster 
       43, Kinetic Deflection Field II 
       43, 150mm Compressed Coil Gun I 
       43, Praetor I 
       43, Beta Hull Mod Overdrive Injector 
       43, Small Anti-Thermic Pump I 
       43, Warrior SW-300 
       43, Small Hull Repairer II 
       42, Large Core Defense Field Extender I 
       42, Iteron Mark V 
       42, Thermic Dissipation Amplifier I 
       42, Local Hull Conversion Overdrive Injector I 
       42, Radio M 
       42, Miner I 
       42, Reactor Control Unit II 
       42, Esoteric Symmetry 
       42, Shield Power Relay II 
       42, Experimental XT-2800 Heavy Assault Missile Launcher I 
       42, Medium Processor Overclocking Unit I 
       42, Neutron Blaster Cannon II 
       42, Zainou 'Deadeye' Rapid Launch RL-1003 
       42, Datacore - Gallentean Starship Engineering 
       41, Magnetic Vortex Stabilizer I 
       41, Co-Processor I 
       41, Medium 'Solace' Remote Armor Repairer 
       41, Federation Navy Sergeant Major Insignia I 
       40, Small Remote Shield Booster I 
       40, Signal Amplifier I 
       40, 280mm Carbine Howitzer I 
       40, Cheetah 
       39, Datacore - High Energy Physics 
       39, Small Focused Afocal Pulse Maser I 
       39, Quest Survey Probe I 
       38, Limited Social Adaptation Chip - Beta 
       38, Small Focused Anode Particle Stream I 
       38, Explosive Plating II 
       38, Anode Electron Particle Cannon I 
       38, Frozen Food 
       38, Medium Pulse Laser Battery 
       38, Datacore - Electronic Engineering 
       37, Small Remote Shield Booster II 
       37, 425mm Railgun II 
       37, Augoror 
       37, White Noise Generation Battery 
       36, Thermic Dissipation Amplifier II 
       36, Upgraded Thermic Dissipation Amplifier I 
       36, Federation Navy Sergeant Insignia II 
       36, Small 'Solace' Remote Armor Repairer 
       36, Ares 
       36, Omen 
       36, ECM - Phase Inverter II 
       36, Small Anti-EM Pump I 
       36, Capacitor Console 
       36, Small Projectile Burst Aerator II 
       35, Osprey 
       35, Medium Ionic Field Projector I 
       35, Probe 
       35, X-Large Ancillary Shield Booster 
       35, Pax Amarria 
       35, Small YF-12a Smartbomb 
       35, Experimental SV-2000 Rapid Light Missile Launcher 
       35, Aurora M 
       35, Valkyrie SW-600 
       34, Experimental Energized Adaptive Nano Membrane I 
       34, ECM - Multispectral Jammer II 
       34, Ultraviolet M 
       34, Ishkur 
       34, Small Egress Port Maximizer I 
       34, Focused Afocal Pulse Maser I 
       33, ECM - Spatial Destabilizer II 
       33, ECM - Ion Field Projector II 
       33, 400mm Reinforced Steel Plates II 
       33, Berserker II 
       32, Medium Energy Neutralizer II 
       32, Upgraded 'Malkuth' Torpedo Launcher 
       32, Nanite Compound 
       32, Small Beam Laser Battery 
       32, Vespa I 
       32, Small Focused Anode Pulse Particle Stream I 
       32, Upgraded 'Malkuth' Rapid Light Missile Launcher 
       32, Medium Hull Repairer I 
       31, Federation Navy Stasis Webifier 
       31, Crusader 
       31, Small C5-L Emergency Shield Overload I 
       31, 'Arbalest' Cruise Launcher I 
       31, Conductive Thermoplastic 
       31, Armor Kinetic Hardener I 
       31, Armor Thermic Hardener I 
       31, PL-0 Shipment Probe 
       31, Esoteric Process 
       31, Type-D Attenuation Signal Augmentation 
       31, Gleam S 
       31, Prisoners 
       31, Photonic CPU Enhancer I 
       31, 250mm Light Gallium Cannon 
       31, Heavy Beam Laser II 
       31, Spatial Destabilization Battery 
       31, Phase Inversion Battery 
       30, Vigil 
       30, Sisters Expanded Probe Launcher 
       30, Beta Reactor Control: Shield Power Relay I 
       30, Freed Slaves 
       30, Imicus 
       30, 200mm Compressed Coil Gun I 
       30, Warrior TP-300 
       30, 'Stoic' Core Equalizer I 
       30, Frozen Plant Seeds 
       30, 425mm Medium Prototype Automatic Cannon 
       30, Fullerite-C72 
       30, Heavy Shield Maintenance Bot I 
       30, Medium Shield Maintenance Bot I 
       29, Amarr Shuttle 
       29, Target Spectrum Breaker 
       29, 650mm Medium 'Scout' Artillery I 
       29, Target Painter II 
       29, Spiced Wine 
       29, 50mm Reinforced Nanofiber Plates I 
       29, Microwave S 
       29, Medium Anti-Kinetic Screen Reinforcer I 
       29, Esoteric Augmentation 
       29, Medium Remote Armor Repairer II 
       29, Modal Electron Particle Accelerator I 
       29, Datacore - Plasma Physics 
       28, Celestis 
       28, Antibiotics 
       28, 'Abandon' Tracking Disruptor I 
       28, 75mm Prototype Gauss Gun 
       28, Medium Low Friction Nozzle Joints I 
       27, 220mm Medium 'Scout' Autocannon I 
       27, Experimental 100MN Afterburner I 
       27, Remote Sensor Dampener II 
       27, Dual Modulated Light Energy Beam I 
       27, 200mm Reinforced Nanofiber Plates I 
       27, 200mm Carbide Railgun I 
       27, Medium 'Atonement' Remote Shield Booster 
       27, Arch Angel Fusion XL 
       27, Covert Research Tools 
       27, 800mm Heavy 'Scout' Repeating Cannon I 
       26, Conjunctive Ladar ECCM Scanning Array I 
       26, Small Anti-Explosive Screen Reinforcer I 
       26, Zainou 'Gypsy' Electronics EE-602 
       26, Caldari Shuttle 
       26, ECM - White Noise Generator II 
       26, Gnosis 
       26, Mining Laser Upgrade I 
       26, Imperial Navy Microwave M 
       26, Focused Medium Pulse Laser I 
       26, Anode Mega Neutron Particle Cannon I 
       25, Raptor 
       25, Large Anti-EM Screen Reinforcer I 
       25, Anathema 
       25, 'Deluge' ECM Burst I 
       25, Medium Hyperspatial Velocity Optimizer I 
       25, 280mm Gallium Cannon 
       25, Small Energy Neutralizer I 
       25, 125mm 'Scout' Accelerator Cannon 
       25, Inertia Stabilizers I 
       25, Heavy Missile Launcher I 
       25, Small Focused Beam Laser II 
       25, 800mm Reinforced Steel Plates I 
       25, Small 'Vehemence' Shockwave Charge 
       25, Focused Anode Medium Particle Stream I 
       25, Electromechanical Hull Sheeting 
       25, 280mm 'Scout' Artillery I 
       24, Sisters Core Probe Launcher 
       24, Mobile Tractor Unit 
       24, Eifyr and Co. 'Gunslinger' Surgical Strike SS-903 
       24, Initiated Warp Disruptor I 
       24, Medium 'Accommodation' Vestment Reconstructer I 
       24, Conjunctive Gravimetric ECCM Scanning Array I 
       24, EM Plating I 
       24, Tachyon Beam Laser II 
       24, Drone Transceiver 
       24, Medium Hybrid Collision Accelerator I 
       24, Small Projectile Collision Accelerator II 
       24, Recursive Computing Module 
       24, Broadcast Node 
       24, Wetware Mainframe 
       24, Self-Harmonizing Power Core 
       23, Medium Inverted Signal Field Projector I 
       23, Medium Polycarbon Engine Housing I 
       23, 200mm Reinforced Titanium Plates I 
       23, Heavy Modulated Energy Beam I 
       23, Retribution 
       23, Large Azeotropic Ward Salubrity I 
       23, Armor EM Hardener II 
       23, Focused Modulated Medium Energy Beam I 
       23, 75mm 'Scout' Accelerator Cannon 
       23, Large 'Regard' Remote Capacitor Transmitter 
       23, Armor Explosive Hardener I 
       23, Warden II 
       23, 200mm 'Scout' Accelerator Cannon 
       23, Small Cargohold Optimization I 
       23, Ion Field Projection Battery 
       22, Kinetic Deflection Amplifier I 
       22, Mobile Medium Warp Disruptor II 
       22, Type-D Altered SS Nanofiber Structure 
       22, Badger 
       22, 50W Infectious Power System Malfunction 
       22, Caldari Encryption Methods 
       22, Medium Anti-Thermic Pump I 
       22, Small Hydraulic Bay Thrusters II 
       22, Caldari Navy Wasp 
       22, Tobacco 
       22, Current Pump 
       22, Medium Hybrid Burst Aerator I 
       22, Long-limb Roes 
       22, Gistii B-Type Small Remote Shield Booster 
       21, 150mm Light Prototype Automatic Cannon 
       21, Heavy Capacitor Booster II 
       21, Federation Navy Command Sergeant Major Insignia I 
       21, Quafe Zero 
       21, Kitsune 
       21, Dread Guristas Torpedo Launcher 
       20, Small Projectile Locus Coordinator I 
       20, 150mm Carbide Railgun I 
       20, Scan Pinpointing Array I 
       20, Beta Hull Mod Expanded Cargo 
       20, Militants 
       20, Expanded Probe Launcher II 
       20, 125mm Carbide Railgun I 
       20, Small Memetic Algorithm Bank I 
       20, Navitas 
       20, Mega Modulated Energy Beam I 
       20, Tayra 
       20, 75mm Carbide Railgun I 
       20, Bellicose 
       20, Astero 
       20, Miner II 
       20, 'Repose' Core Compensation 
       20, Beta Hull Mod Inertial Stabilizers 
       20, 'Orion' Tracking CPU I 
       20, Modulated Strip Miner II 
       20, Warp Disruption Battery 
       20, Imperial Navy Standard M 
       20, Zainou 'Snapshot' Torpedoes TD-603 
       20, F-23 Reciprocal Remote Sensor Booster 
       20, Small Sealed Cargo Containers 
       20, Wheat 
       20, Imperial Navy Ultraviolet M 
       19, Mark I Generator Refitting: Diagnostic System 
       19, Medium Projectile Collision Accelerator I 
       19, 650mm Artillery Cannon II 
       19, Helios 
       19, Medium Bay Loading Accelerator I 
       19, Inherent Implants 'Squire' Energy Management EM-803 
       19, Explosive Deflection Field II 
       19, Tracking Enhancer I 
       19, Small Asymmetric Remote Capacitor Transmitter 
       19, Large Capacitor Control Circuit I 
       19, Prototype Armor Thermic Hardener I 
       19, Small 'Ghoul' Energy Siphon I 
       19, Infrared M 
       19, Small Focused Beam Laser I 
       19, Dual Diode Mining Laser I 
       19, Small Core Defense Operational Solidifier I 
       19, Regulated Light Electron Phase Cannon I 
       19, Gallente Shuttle 
       19, CZ-4 Concussive Spatial Destabilizer ECM 
       19, Zainou 'Deadeye' Guided Missile Precision GP-803 
       19, Datacore - Molecular Engineering 
       19, Pyroxeres Mining Crystal I 
       19, Advanced 'Limos' Heavy Missile Bay I 
       19, Kinetic Plating II 
       19, 200mm Light Carbine Repeating Cannon I 
       18, Small Automated Carapace Restoration 
       18, Arazu 
       18, Rapid Heavy Missile Launcher II 
       18, Prototype Freight Sensors 
       18, Leopard 
       18, Xray M 
       18, Microwave M 
       18, Medium Shield Booster II 
       18, Experimental ZW-4100 Torpedo Launcher 
       18, Spirits 
       18, Small 'Notos' Explosive Charge I 
       18, EMP XL 
       18, Intact Armor Plates 
       18, Warp Scrambling Battery 
       18, 75mm Compressed Coil Gun I 
       18, Small Core Defense Field Purger I 
       17, Ocular Filter - Improved 
       17, Neural Boost - Improved 
       17, Mammoth 
       17, Arbitrator 
       17, Limited 'Anointed' EM Ward Field 
       17, Prototype Armor Kinetic Hardener I 
       17, 50mm Reinforced Titanium Plates I 
       17, Republic Fleet Commander Insignia II 
       17, Reinforced Metal Scraps 
       17, Myrmidon 
       17, Medium Armor Repairer I 
       17, 100mm Reinforced Rolled Tungsten Plates I 
       17, Medium Projectile Burst Aerator I 
       17, Small Rocket Fuel Cache Partition II 
       17, Imperial Navy Xray S 
       17, 220mm Vulcan AutoCannon I 
       17, 220mm Medium Carbine Repeating Cannon I 
       17, Incognito Augmentation 
       17, Small EMP Smartbomb II 
       17, Imperial Navy Gamma M 
       17, Datacore - Laser Physics 
       16, Energized Explosive Membrane II 
       16, 425mm Railgun I 
       16, Cybernetic Subprocessor - Improved 
       16, 1200mm Heavy 'Scout' Artillery I 
       16, Medium Hydraulic Bay Thrusters I 
       16, Rudimentary Ship Scanner I 
       16, Kinetic Deflection Amplifier II 
       16, Zor's Custom Navigation Link 
       16, Prototype Armor Explosive Hardener I 
       16, 400mm Reinforced Nanofiber Plates I 
       16, 200mm Railgun I 
       16, Aurora L 
       16, Medium Diminishing Power System Drain I 
       16, Esoteric Accelerant 
       16, Esoteric Parity 
       16, Medium Anti-Kinetic Pump I 
       16, Magnate 
       16, Small Projectile Metastasis Adjuster I 
       16, Remote Sensor Booster II 
       16, Republic Fleet Midshipman Insignia I 
       16, Complex Shield Extender 
       16, 425mm Compressed Coil Gun I 
       16, Dual 150mm Railgun II 
       16, Test Cultures 
       16, Caldari Navy Ballistic Control System 
       16, Small Energy Metastasis Adjuster I 
       16, Sovereignty Blockade Unit 
       16, Imperial Navy Ultraviolet L 
       16, Imperial Navy Xray L 
       15, Mercium 
       15, Naga 
       15, Memory Augmentation - Improved 
       15, Relic Analyzer II 
       15, Medium Salvage Tackle I 
       15, Esoteric Data Interface Blueprint 
       15, Mobile Small Warp Disruptor II 
       15, Upgraded Energized Adaptive Nano Membrane I 
       15, Small Warhead Rigor Catalyst I 
       15, Occult Augmentation 
       15, Strip Miner I 
       15, Vengeance 
       15, Gas Cloud Harvester I 
       15, Zainou 'Deadeye' Target Navigation Prediction TN-903 
       15, 'Cetus' ECM Shockwave I 
       15, Basic Armor Plates 
       15, Focused Anode Pulse Particle Stream I 
       15, Drone Navigation Computer II 
       15, 'Integrated' Warrior 
       15, Einherji 
       15, Stasis Webification Battery 
       15, Datacore - Minmatar Starship Engineering 
       15, Datacore - Nanite Engineering 
       14, Stabber Fleet Issue 
       14, Zor's Custom Navigation Hyper-Link 
       14, Dramiel 
       14, Mark I Generator Refitting: Reaction Control 
       14, Salvager II 
       14, 100mm Reinforced Nanofiber Plates I 
       14, 1600mm Reinforced Titanium Plates I 
       14, Upgraded Armor Explosive Hardener I 
       14, F-b10 Nominal Capacitor Regenerator 
       14, 'Limos' Cruise Launcher I 
       14, Small Subordinate Screen Stabilizer I 
       14, Viator 
       14, Large YF-12a Smartbomb 
       14, Medium Warhead Calefaction Catalyst I 
       14, Insulated Stabilizer Array I 
       14, Large 'Notos' Explosive Charge I 
       13, Loki 
       13, Shield Boost Amplifier II 
       13, Eifyr and Co. 'Gunslinger' Motion Prediction MR-703 
       13, EM Ward Field I 
       13, Drone Navigation Computer I 
       13, Scan Acquisition Array I 
       13, ECCM - Magnetometric II 
       13, Occult Symmetry 
       13, Large Armor Repairer II 
       13, Small Hull Repairer I 
       13, Quantum Co-Processor I 
       13, Guristas Scourge Citadel Torpedo 
       13, Prototype ECCM Radar Sensor Cluster 
       13, Heavy Pulse Laser I 
       13, Large 'Solace' Remote Armor Repairer 
       13, Small Bay Loading Accelerator II 
       13, Caldari BY-1 Nexus Chip 
       12, EP-S Gaussian Excavation Pulse 
       12, Loki Electronics - Immobility Drivers 
       12, Eifyr and Co. 'Rogue' Fuel Conservation FC-801 
       12, Rapier 
       12, Partial Weapon Navigation 
       12, 100mm Reinforced Titanium Plates I 
       12, Scimitar 
       12, 720mm Howitzer Artillery I 
       12, Tracking Disruptor II 
       12, Reactive Armor Hardener Blueprint 
       12, Medium Energy Neutralizer I 
       12, Small Tractor Beam II 
       12, Heavy Anode Pulse Particle Stream I 
       12, 400mm Reinforced Titanium Plates I 
       12, Small Focused Modulated Energy Beam I 
       12, Occult Process 
       12, Shield Power Relay I 
       12, Large Remote Armor Repairer II 
       12, 100mm Reinforced Steel Plates II 
       12, Jury Rigging 
       12, Adaptive Nano Plating I 
       12, Dual Anode Pulse Particle Stream I 
       12, Minmatar Shuttle 
       12, Amarr Encryption Methods 
       12, Medium Hybrid Locus Coordinator I 
       12, Bestower 
       12, Large Anti-Thermal Screen Reinforcer I 
       12, Enhanced Shield Extender 
       12, Rapid Light Missile Launcher I 
       12, Zainou 'Gnome' Shield Management SM-703 
       12, Gleam M 
       12, Gamma M 
       12, White Glaze 
       12, Wasp II 
       12, Janitor 
       12, Genetically Enhanced Livestock 
       11, Zainou 'Gnome' Weapon Upgrades WU-1003 
       11, Inherent Implants 'Squire' Energy Systems Operation EO-603 
       11, Passive Barrier Compensator I 
       11, Synth Drop Booster 
       11, Small Clarity Ward Booster I 
       11, 1600mm Reinforced Nanofiber Plates I 
       11, Local Hull Conversion Inertial Stabilizers I 
       11, Large Asymmetric Remote Capacitor Transmitter 
       11, Survey Probe Launcher I 
       11, Survey Scanner I 
       11, Federation Navy Hobgoblin 
       11, Dual Modal Light Laser I 
       11, Heat Sink I 
       11, Daredevil 
       11, 125mm Light Carbine Repeating Cannon I 
       11, Infiltrator II 
       11, Falcon 
       11, Anode Neutron Particle Cannon I 
       11, Gistii B-Type 1MN Microwarpdrive 
       11, Data Analyzer II 
       11, 250mm Railgun I 
       11, Cruise Missile Launcher II 
       11, Social Adaptation Chip - Improved 
       11, Occult Data Interface Blueprint 
       11, Small Peroxide Capacitor Power Cell 
       11, Imperial Navy Radio S 
       11, Giant Secure Container 
       10, Civilian Stasis Webifier 
       10, F-12 Nonlinear Tracking Processor 
       10, Large Micro Jump Drive Blueprint 
       10, Prototype Armor EM Hardener I 
       10, Limited Armor EM Hardener I 
       10, 1600mm Reinforced Crystalline Carbonide Plates I 
       10, Eifyr and Co. 'Rogue' Evasive Maneuvering EM-703 
       10, Angel Electrum Tag 
       10, Vitoc 
       10, Cross-Lateral Gyrostabilizer I 
       10, Occult Parity 
       10, Shield Boost Amplifier I 
       10, Core Probe Launcher II 
       10, Small Capacitor Battery II 
       10, Type-D Altered SS Expanded Cargo 
       10, Large Inefficient Hull Repair Unit 
       10, Ancient Coordinates Database 
       10, 425mm AutoCannon I 
       10, Survey Scanner II 
       10, Talos 
       10, Hacking 
       10, Type-D Power Core Modification: Capacitor Power Relay 
       10, Republic Fleet Warp Disruptor 
       10, 100MN Afterburner II 
       10, Occult Accelerant 
       10, Conjunctive Radar ECCM Scanning Array I 
       10, Amarr Control Tower Medium 
       10, Incognito Accelerant 
       10, Incognito Parity 
       10, Induced Ion Field ECM I 
       10, Mining Drone Operation 
       10, Remote Sensor Booster I 
       10, Medium Anti-Kinetic Screen Reinforcer II 
       10, Large 'Vehemence' Shockwave Charge 
       10, Federation Navy Garde 
       10, Small Inefficient Armor Repair Unit 
       10, Conjunctive Magnetometric ECCM Scanning Array I 
       10, Caldari Navy Small Shield Extender 
       10, Medium Hull Repairer II 
       10, Imperial Navy Infrared M 
       10, Holoreels 
       10, Medium Shield Booster I 
       10, Sanshas Standard M 
       10, Heavy Ion Blaster I 
       10, Medium Hybrid Metastasis Adjuster I 
       10, Small Arms 
       10, Toxic Waste 
       10, Dread Guristas Inferno Rocket 
        9, Loki Defensive - Adaptive Augmenter 
        9, Loki Offensive - Covert Reconfiguration 
        9, Armageddon 
        9, Small Brief Capacitor Overcharge I 
        9, Ta3 Perfunctory Vessel Probe 
        9, Prowler 
        9, 800mm Reinforced Titanium Plates I 
        9, Republic Fleet Private Insignia III 
        9, E50 Prototype Energy Vampire 
        9, Civilian Shield Booster 
        9, Medium C5-L Emergency Shield Overload I 
        9, Shield Recharger II 
        9, 100MN Microwarpdrive II 
        9, Tengu 
        9, Dual Afocal Light Maser I 
        9, Medium Cargohold Optimization II 
        9, Torpedo Launcher I 
        9, Heavy Electron Blaster I 
        9, Xray L 
        9, Dual 150mm Railgun I 
        9, Small Energy Ambit Extension I 
        9, Civilian Data Analyzer 
        9, Enhanced Armor Plates 
        9, Ship Scanner II 
        9, Induced Multispectral ECM I 
        9, Reinforced Bulkheads II 
        9, Inherent Implants 'Noble' Hull Upgrades HG-1003 
        9, Large Semiconductor Memory Cell I 
        9, 'Prayer' Remote Tracking Computer 
        9, M51 Iterative Shield Regenerator 
        9, Medium Rudimentary Concussion Bomb I 
        9, Federation Navy Ogre 
        9, Modal Mega Ion Particle Accelerator I 
        9, Modified Fluid Router 
        9, Territorial Claim Unit 
        9, ECM - Multispectral Jammer I 
        9, Imperial Navy Energized Adaptive Nano Membrane 
        9, Militia Light Damage Modifier Blueprint 
        9, Capacitor Flux Coil II 
        9, Caldari Navy Captain Insignia IV 
        9, Domination Torpedo Launcher 
        9, Coreli A-Type Explosive Plating 
        9, 30 Day Pilot's License Extension (PLEX) 
        9, Tempest 
        9, Medium Projectile Ambit Extension I 
        9, Synth X-Instinct Booster 
        9, Heavy Neutron Blaster I 
        9, Energy Neutralizing Battery 
        9, Polyaramids 
        8, Loki Propulsion - Interdiction Nullifier 
        8, Loki Engineering - Capacitor Regeneration Matrix 
        8, Medium Auxiliary Thrusters I 
        8, Large Auxiliary Nano Pump I 
        8, Inherent Implants 'Lancer' Gunnery RF-903 
        8, Poteque 'Prospector' Astrometric Rangefinding AR-802 
        8, Rokh 
        8, Nereus 
        8, Residual Survey Scanner I 
        8, Medium Rudimentary Energy Destabilizer I 
        8, Heavy Modal Pulse Laser I 
        8, Kruul's DNA 
        8, 800mm Reinforced Nanofiber Plates I 
        8, Pilgrim 
        8, Local Hull Conversion Expanded Cargo I 
        8, Thermic Plating II 
        8, Auto Targeting System I 
        8, Gleam L 
        8, Mega Beam Laser II 
        8, Ishtar 
        8, Harbinger 
        8, Launcher Rigging 
        8, 150mm Light Gallium Machine Gun 
        8, Small Capacitor Booster I 
        8, Cyclone 
        8, Inquisitor 
        8, Initiated Multispectral ECM I 
        8, Small Liquid Cooled Electronics I 
        8, Gatling Anode Particle Stream I 
        8, ECCM - Gravimetric II 
        8, Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-603 
        8, Imperial Navy Infrared L 
        8, Cynabal 
        8, Peripheral Weapon Navigation Diameter 
        8, Medium Semiconductor Memory Cell I 
        8, Limited Thermic Dissipation Field I 
        8, Zainou 'Deadeye' Missile Projection MP-703 
        8, Mining Laser Upgrade II 
        8, Pithi C-Type Small Remote Shield Booster 
        8, Surface Cargo Scanner I 
        8, Imperial Navy Gamma S 
        8, Limited 'Limos' Rapid Light Missile Launcher 
        8, Caldari Navy Cruise Missile Launcher 
        8, Thermal Exhaust System I 
        8, Imperial Navy Gamma L 
        8, Medium Trimark Armor Pump II 
        8, Small Focused Modal Pulse Laser I 
        8, Small Warhead Flare Catalyst I 
        8, Caldari Navy Commodore Insignia II 
        8, Templar 
        8, Dread Guristas Warp Disruptor 
        8, Caldari Navy Midshipman Insignia III 
        8, Shattered Villard Wheel 
        8, Encoded Lai Dai Reports 
        8, 200mm Reinforced Steel Plates I 
        8, 650mm Medium Prototype Siege Cannon 
        8, Gatling Modulated Energy Beam I 
        8, Firbolg 
        8, Focused Medium Beam Laser II 
        8, Imperial Navy Microwave S 
        8, Microwave L 
        8, 425mm Medium Carbine Repeating Cannon I 
        8, Mega Afocal Pulse Maser I 
        8, Tachyon Beam Laser I 
        8, 425mm 'Scout' Accelerator Cannon 
        7, Mobile Medium Warp Disruptor I 
        7, Heavy Diminishing Power System Drain I 
        7, Nanoelectrical Co-Processor I 
        7, Noctis 
        7, Suppressed Targeting System I 
        7, Target Spectrum Breaker Blueprint 
        7, Dual Anode Light Particle Stream I 
        7, Heavy Afocal Maser I 
        7, Upgraded Armor Thermic Hardener I 
        7, 500W Infectious Power System Malfunction 
        7, Republic Fleet High Captain Insignia I 
        7, Heavy Rudimentary Energy Destabilizer I 
        7, Retriever 
        7, Vagabond 
        7, Tengu Propulsion - Fuel Catalyst 
        7, Reports 
        7, Small Secure Container 
        7, Small Tracking Diagnostic Subroutines I 
        7, Small Energy Discharge Elutriation I 
        7, F-293 Nutation Remote Tracking Computer 
        7, Eifyr and Co. 'Rogue' Evasive Maneuvering EM-701 
        7, Civilian Relic Analyzer 
