KillID,SolarSystemID,Time,VName,VShip,VDamage
36740282,30000250,13/02/2014 18:00:00,Yoko Nelia,Capsule,425
36740266,30000250,13/02/2014 17:59:00,Yngvarr Khshayarsha,Capsule,462
36740238,30000250,13/02/2014 17:58:00,Yngvarr Khshayarsha,Caracal,9903
36740236,30000250,13/02/2014 17:58:00,ANSCKARY,Taranis,1511
36740139,30000288,13/02/2014 17:53:00,Bivko Kion,Heron,844
36740147,30000288,13/02/2014 17:53:00,Bivko Kion,Capsule,410
36740064,30000284,13/02/2014 17:50:00,Nintsu Tailar,Probe,894
36740069,30000284,13/02/2014 17:50:00,Nintsu Tailar,Capsule,402
36739909,30000250,13/02/2014 17:43:00,Aqua Latus,Velator,636
36739914,30000250,13/02/2014 17:43:00,Aqua Latus,Capsule,428
36739799,30000260,13/02/2014 17:38:00,ColwirthCC,Capsule,405
36739553,30000253,13/02/2014 17:27:00,Rudolf Bastanold,Hurricane,17916
36739230,30000250,13/02/2014 17:11:00,Vaden Astorian,Capsule,496
36739214,30000250,13/02/2014 17:11:00,Vaden Astorian,Falcon,10121
36739165,30000250,13/02/2014 17:08:00,Whilliam Drake,Capsule,419
36739122,30000250,13/02/2014 17:06:00,Whilliam Drake,Heron,918
36739104,30000244,13/02/2014 17:05:00,Winged Ssalbug,Capsule,413
36739083,30000244,13/02/2014 17:04:00,Winged Ssalbug,Heron,1768
36738691,30000226,13/02/2014 16:41:00,Justin C4se,Scythe,10308
36738689,30000250,13/02/2014 16:41:00,Ghuan Shaw re,Capsule,451
36738683,30000250,13/02/2014 16:40:00,Ghuan Shaw re,Stabber,8838
36738418,30000250,13/02/2014 16:25:00,Fresh Carnis,Capsule,414
36738398,30000250,13/02/2014 16:24:00,Fresh Carnis,Astero,1928
36738031,30000250,13/02/2014 16:02:00,Taliinn,Capsule,480
36738000,30000250,13/02/2014 16:00:00,Taliinn,Manticore,1155
36737893,30000295,13/02/2014 15:53:00,CAHYA,Capsule,464
36737881,30000295,13/02/2014 15:52:00,Lidgwe,Hawk,2957
36737883,30000295,13/02/2014 15:52:00,Prizrak85,Capsule,465
36737854,30000295,13/02/2014 15:51:00,CAHYA,Flycatcher,4653
36737861,30000295,13/02/2014 15:51:00,Prizrak85,Hawk,2899
36737470,30000238,13/02/2014 15:27:00,Cordylus1029,Buzzard,1413
36737379,30000250,13/02/2014 15:20:00,Midori Yamaguchi,Capsule,458
36737296,30000250,13/02/2014 15:15:00,Horatio McDuck,Capsule,405
36737283,30000250,13/02/2014 15:14:00,Horatio McDuck,Heron,883
36737270,30000250,13/02/2014 15:13:00,mortivore duffy,Capsule,424
36737252,30000250,13/02/2014 15:12:00,mortivore duffy,Heron,925
36736870,30000250,13/02/2014 14:47:00,Bondac,Capsule,461
36736865,30000250,13/02/2014 14:47:00,Bondac,Crow,2818
36736809,30000242,13/02/2014 14:43:00,mortivore duffy,Capsule,425
36736790,30000242,13/02/2014 14:42:00,mortivore duffy,Heron,1097
36736638,30000250,13/02/2014 14:29:00,Bruce Ichinumi,Hawk,5641
36736528,30000250,13/02/2014 14:20:00,Zerod Nakrar,Retribution,3090
36736531,30000250,13/02/2014 14:20:00,Zerod Nakrar,Capsule,444
36734501,30000284,13/02/2014 11:37:00,Wolkus Rotsuda,Capsule,401
36734392,30000238,13/02/2014 10:58:00,xAntonRx,Ares,1872
36734395,30000238,13/02/2014 10:58:00,Michael Duncan,Reaper,632
36734386,30000238,13/02/2014 10:57:00,Juckel,Naga,16767
36734358,30000238,13/02/2014 10:55:00,Michael Duncan,Vagabond,15989
36734370,30000238,13/02/2014 10:55:00,zaccy Woods,Thorax,6098
36734351,30000238,13/02/2014 10:54:00,novasigma Okaski,Naga,15232
36734340,30000238,13/02/2014 10:53:00,InSession,Capsule,461
36734333,30000238,13/02/2014 10:52:00,InSession,Sabre,4748
36734323,30000238,13/02/2014 10:51:00,Juckel,Cerberus,10405
36734302,30000238,13/02/2014 10:49:00,zaccy Woods,Stiletto,2381
36733488,30000301,13/02/2014 09:40:00,Blast Akiga,Capsule,436
36732175,30000284,13/02/2014 07:46:00,Heel Outamon,Capsule,399
36731957,30000321,13/02/2014 07:31:00,Lilith Navarien,Capsule,399
36729117,30000263,13/02/2014 04:46:00,Rhyvane III,Impairor,528
36729121,30000263,13/02/2014 04:46:00,Rhyvane III,Capsule,462
36725924,30000317,13/02/2014 02:05:00,Magenta Blue,Mobile Tractor Unit,48888
36724956,30000250,13/02/2014 01:13:00,Deus Alabel,Leopard,542
36724287,30000226,13/02/2014 00:36:00,Sliver Demon,Rapier,10114
36724091,30000250,13/02/2014 00:26:00,thine punisherEVE,Venture,1610
36724103,30000250,13/02/2014 00:26:00,thine punisherEVE,Capsule,422
36724010,30000251,13/02/2014 00:20:00,xaos-x xaos-x,Capsule,394
36723973,30000251,13/02/2014 00:18:00,xaos-x xaos-x,Heron,855
36721769,30000216,12/02/2014 22:30:00,Looney Ed,Capsule,490
36720839,30000250,12/02/2014 21:56:00,Deimon Piligrim,Capsule,414
36720691,30000250,12/02/2014 21:51:00,Deimon Piligrim,Magnate,877
36720350,30000250,12/02/2014 21:40:00,Lazare Nolen,Capsule,414
36720155,30000250,12/02/2014 21:35:00,Lazare Nolen,Heron,897
36719147,30000252,12/02/2014 21:00:00,Iridescent klr,Malediction,3711
36718903,30000252,12/02/2014 20:52:00,Steiner Kerensky,Helios,1821
36718910,30000252,12/02/2014 20:52:00,Steiner Kerensky,Capsule,461
36718265,30000250,12/02/2014 20:30:00,xtra squishy lol,Maelstrom,72250
36718054,30000250,12/02/2014 20:25:00,darkwars0,Thorax,9178
36717336,30000269,12/02/2014 20:01:00,secondfs Arar,Capsule,406
36717294,30000269,12/02/2014 20:00:00,secondfs Arar,Astero,1934
36717220,30000322,12/02/2014 19:58:00,Don Tzero,Crow,1425
36716896,30000250,12/02/2014 19:47:00,Dementum Latan,Capsule,455
36716840,30000250,12/02/2014 19:46:00,Dementum Latan,Dragoon,3112
36716520,30000261,12/02/2014 19:34:00,Ekleptia,Capsule,438
36712038,30000292,12/02/2014 16:40:00,Relic C,Anathema,1393
36710036,30000252,12/02/2014 14:51:00,Tom Schofield,Capsule,455
36710010,30000252,12/02/2014 14:50:00,Tom Schofield,Gnosis,26750
36709994,30000252,12/02/2014 14:49:00,Stormrunner Hunter,Bellicose,10334
36709820,30000250,12/02/2014 14:37:00,Xiron Corvon,Sabre,5870
36709585,30000250,12/02/2014 14:24:00,Jugger Belvar,Capsule,474
36709565,30000250,12/02/2014 14:23:00,i086 Kado,Capsule,391
36709532,30000250,12/02/2014 14:22:00,i086 Kado,Heron,833
36709545,30000250,12/02/2014 14:22:00,Jugger Belvar,Atron,1369
36709453,30000275,12/02/2014 14:18:00,Kali Dehm,Capsule,429
36709420,30000275,12/02/2014 14:16:00,Kali Dehm,Ibis,506
36709332,30000225,12/02/2014 14:09:00,kingiceninja,Capsule,460
36709318,30000225,12/02/2014 14:07:00,kingiceninja,Blackbird,15604
36709009,30000315,12/02/2014 13:39:00,Zalver,Capsule,499
36708971,30000315,12/02/2014 13:36:00,Zalver,Onyx,5836
36708828,30000278,12/02/2014 13:25:00,xDunkleSeelex Padecain,Hulk,11653
36708760,30000252,12/02/2014 13:21:00,max sayga-crimea,Vexor,6465
36708697,30000321,12/02/2014 13:15:00,Memphis Mong,Heron,987
36708635,30000250,12/02/2014 13:09:00,Aelinn Kohinata,Capsule,424
36708077,30000319,12/02/2014 12:27:00,Ludwig VonKoopa,Mobile Depot,12483
36708030,30000264,12/02/2014 12:23:00,Billycrw Ricktrump,Capsule,417
36708024,30000318,12/02/2014 12:22:00,Josh Tsutola,Mobile Depot,9709
36708026,30000264,12/02/2014 12:22:00,Billycrw Ricktrump,Heron,1152
36708012,30000250,12/02/2014 12:21:00,Gingy Rusky,Federation Navy Comet,3265
36708002,30000250,12/02/2014 12:20:00,SPARTANS2 15,Flycatcher,2771
36707800,30000250,12/02/2014 12:00:00,Aelinn Kohinata,Capsule,424
36707618,30000252,12/02/2014 11:33:00,Olivier Poplan,Capsule,421
36707615,30000252,12/02/2014 11:32:00,Olivier Poplan,Probe,1562
36707587,30000317,12/02/2014 10:58:00,Fewell,Helios,1549
36706426,30000253,12/02/2014 09:10:00,Crooked Joe,Capsule,384
36706412,30000253,12/02/2014 09:09:00,Crooked Joe,Ibis,517
36704734,30000284,12/02/2014 06:48:00,Rayne Starscream Zulu,Capsule,448
36704704,30000284,12/02/2014 06:46:00,Rayne Starscream Zulu,Talwar,5408
36704651,30000311,12/02/2014 06:43:00,Vorrtarsh,Proteus,18999
36704656,30000311,12/02/2014 06:43:00,Vorrtarsh,Capsule,484
36704524,30000315,12/02/2014 06:35:00,Columbus 69,Capsule,461
36704521,30000315,12/02/2014 06:34:00,Columbus 69,Helios,2033
36704481,30000284,12/02/2014 06:32:00,Sai Fidard,Capsule,414
36704471,30000284,12/02/2014 06:31:00,Sai Fidard,Incursus,1505
36704394,30000317,12/02/2014 06:26:00,Al Bundz,Mobile Tractor Unit,48865
36703513,30000284,12/02/2014 05:28:00,Rayne Starscream Zulu,Capsule,434
36703480,30000284,12/02/2014 05:26:00,Rayne Starscream Zulu,Hound,910
36702685,30000270,12/02/2014 04:46:00,dreamgirl,Imperial Navy Slicer,2341
36701989,30000266,12/02/2014 04:14:00,Xuskii,Capsule,440
36701982,30000266,12/02/2014 04:14:00,Xuskii,Legion,62512
36701679,30000263,12/02/2014 03:58:00,Yun Kuai,Naga,11595
36698826,30000285,12/02/2014 01:31:00,Oakan,Gallente Shuttle,524
36698832,30000285,12/02/2014 01:31:00,Oakan,Capsule,461
36697623,30000302,12/02/2014 00:27:00,Jericho Norwood,Capsule,554
36697434,30000241,12/02/2014 00:17:00,DurpDurp,Capsule,459
36697409,30000263,12/02/2014 00:15:00,Hidden Rorshach,Sentinel,2512
36696864,30000250,11/02/2014 23:47:00,Esmeralda Divalone Divalone,Rifter,1405
36696733,30000250,11/02/2014 23:41:00,Vordek Rei,Crusader,1118
36696380,30000237,11/02/2014 23:21:00,Xaphanie Xoros,Capsule,458
36696378,30000237,11/02/2014 23:20:00,Xaphanie Xoros,Ishtar,56827
36696300,30000247,11/02/2014 23:16:00,Miles Yetkin,Manticore,1092
36696306,30000247,11/02/2014 23:16:00,Miles Yetkin,Capsule,429
36695834,30000288,11/02/2014 22:58:00,Korhall Asko,Gila,21983
36695784,30000250,11/02/2014 22:55:00,sandan321,Talos,12317
36695720,30000250,11/02/2014 22:52:00,Nigel Gray,Capsule,432
36695701,30000250,11/02/2014 22:51:00,Nigel Gray,Caracal,12297
36693493,30000284,11/02/2014 21:31:00,zealot0,Lachesis,9471
36692822,30000249,11/02/2014 21:09:00,N7ro Valerian,Caldari Navy Hookbill,5114
36691893,30000250,11/02/2014 20:41:00,Han Swolo,Magnate,952
36691903,30000250,11/02/2014 20:41:00,Han Swolo,Capsule,418
36691562,30000250,11/02/2014 20:29:00,Isabella Musana,Cheetah,1150
36688985,30000250,11/02/2014 19:05:00,Dr Sidekick,Capsule,422
36688975,30000250,11/02/2014 19:04:00,Dr Sidekick,Nereus,3253
36687090,30000230,11/02/2014 17:50:00,Blank Tanter,Capsule,405
36687065,30000230,11/02/2014 17:49:00,Blank Tanter,Heron,891
36686887,30000250,11/02/2014 17:41:00,Kynzi McMahon,Venture,1962
36686358,30000250,11/02/2014 17:19:00,TorkNor Del raith,Ishtar,14137
36686294,30000222,11/02/2014 17:17:00,Uboreme,Capsule,459
36686288,30000222,11/02/2014 17:17:00,Uboreme,Magnate,1062
36685897,30000250,11/02/2014 16:57:00,Jessica Moore,Stabber Fleet Issue,30108
36685883,30000250,11/02/2014 16:57:00,Lizard Skin,Wolf,2704
36685848,30000250,11/02/2014 16:55:00,Yun Kuai,Muninn,11097
36685810,30000250,11/02/2014 16:53:00,TorkNor Del raith,Pilgrim,14589
36683833,30000315,11/02/2014 14:58:00,Rasha Capaca,Vherokior Probe,1563
36683839,30000315,11/02/2014 14:58:00,Rasha Capaca,Capsule,422
36683530,30000252,11/02/2014 14:37:00,Conrad Corvus,Heron,890
36682521,30000259,11/02/2014 13:28:00,Mira Sagittarius,Capsule,402
36682507,30000259,11/02/2014 13:27:00,Mira Sagittarius,Heron,864
36681510,30000261,11/02/2014 12:05:00,Mind Reset,Capsule,402
36681502,30000261,11/02/2014 12:04:00,Mind Reset,Imicus,949
36681294,30000210,11/02/2014 11:37:00,random moment,Manticore,1025
36681176,30000294,11/02/2014 10:49:00,Luskan Telamon,Crusader,1774
36681178,30000294,11/02/2014 10:49:00,Luskan Telamon,Capsule,461
36681066,30000284,11/02/2014 10:37:00,Leah Calamity,Punisher,1620
36681067,30000322,11/02/2014 10:37:00,Anomena,Enyo,11381
36680668,30000317,11/02/2014 10:02:00,Tobias Atreides,Mobile Tractor Unit,46434
36679622,30000252,11/02/2014 08:31:00,Yun Kuai,Algos,5392
36679618,30000252,11/02/2014 08:30:00,Jugger Belvar,Navitas,2381
36679525,30000252,11/02/2014 08:22:00,Yun Kuai,Ares,1338
36678005,30000261,11/02/2014 06:30:00,Ikkitousen,Thorax,12919
36677998,30000261,11/02/2014 06:29:00,0zimandius,Omen Navy Issue,8932
36677984,30000261,11/02/2014 06:28:00,Glyndi,Enyo,3937
36677987,30000261,11/02/2014 06:28:00,Eric 72826,Sabre,4210
36677713,30000261,11/02/2014 06:11:00,Korhall Asko,Capsule,439
36677705,30000261,11/02/2014 06:11:00,Korhall Asko,Gila,9655
36677634,30000263,11/02/2014 06:05:00,nicollette,Kestrel,1294
36677328,30000290,11/02/2014 05:47:00,Th3M41l,Kestrel,1517
36674295,30000270,11/02/2014 03:11:00,spoon Nardieu,Caracal,14564
36673584,30000231,11/02/2014 02:40:00,Guillejejeje XDD,Caldari Encounter Surveillance System,250456
36672379,30000232,11/02/2014 01:37:00,Bomboz1TA,Jaguar,4767
36671882,30000240,11/02/2014 01:14:00,Alex Dangerous,Heron,859
36671832,30000250,11/02/2014 01:11:00,Suiop Ormand,Capsule,391
36671816,30000250,11/02/2014 01:10:00,Suiop Ormand,Heron,857
36671522,30000250,11/02/2014 00:53:00,Ereshgikal,Drake,29012
36671439,30000209,11/02/2014 00:50:00,Sugar Kyle,Capsule - Genolution  Auroral  197-variant,461
36671418,30000209,11/02/2014 00:49:00,Altaen,Capsule,460
36671285,30000269,11/02/2014 00:41:00,Sugar Kyle,Omen,8526
36671271,30000270,11/02/2014 00:40:00,Altaen,Omen,8524
36670200,30000255,10/02/2014 23:47:00,Alexander Kaan,Capsule,391
36670169,30000255,10/02/2014 23:45:00,Alexander Kaan,Amarr Shuttle,457
36669408,30000317,10/02/2014 23:09:00,SuperJrOBC,Capsule,455
36669386,30000317,10/02/2014 23:08:00,Sam Khaos,Crucifier,1103
36669398,30000317,10/02/2014 23:08:00,Sliver Demon,Scythe Fleet Issue,24351
36669345,30000317,10/02/2014 23:06:00,DonJulian,Imperial Navy Slicer,2300
36669306,30000317,10/02/2014 23:04:00,Providence Kys,Hawk,6205
36668928,30000312,10/02/2014 22:50:00,Mr FreakStarr,Dramiel,2100
36668885,30000312,10/02/2014 22:48:00,TN Gr1mmage,Thrasher,3305
36668253,30000264,10/02/2014 22:24:00,Someoneother,Caracal,12268
36668265,30000264,10/02/2014 22:24:00,Ladieeez,Crow,1492
36668244,30000264,10/02/2014 22:23:00,Jian0001,Caracal,8019
36668057,30000261,10/02/2014 22:17:00,Ame Umida,Hound,2574
36667975,30000309,10/02/2014 22:15:00,Deathrow Uitra,Heron,775
36667073,30000317,10/02/2014 21:43:00,Al Bundz,Hurricane,19845
36664257,30000250,10/02/2014 20:16:00,Heavy Achasse,Capsule,413
36664083,30000243,10/02/2014 20:11:00,FlamingLips,Stiletto,3197
36664036,30000243,10/02/2014 20:10:00,Piekny Aniol,Crow,1329
36664014,30000243,10/02/2014 20:09:00,wodkaz Lilpop,Cerberus,13718
36664025,30000243,10/02/2014 20:09:00,Raging Beaver,Vagabond,27024
36663960,30000243,10/02/2014 20:07:00,PoVar RaZvOd,Tengu,23754
36661951,30000250,10/02/2014 19:02:00,0mura Takamori,Brutix,24518
36661929,30000250,10/02/2014 19:01:00,ToXicPaIN,Hurricane,23955
36661886,30000250,10/02/2014 18:59:00,Johny stakiller,Crow,1676
36661860,30000250,10/02/2014 18:59:00,AdiPromillo,Taranis,1500
36659985,30000263,10/02/2014 17:48:00,Maniacus,Merlin,1602
36659858,30000262,10/02/2014 17:44:00,BOBLEFOUHAHA,Malediction,2732
36659864,30000262,10/02/2014 17:44:00,BOBLEFOUHAHA,Capsule,464
36659841,30000253,10/02/2014 17:43:00,Iculus Graeca,Heron,819
36659817,30000262,10/02/2014 17:42:00,Rusty Kuntzz,Ishtar,67468
36659443,30000269,10/02/2014 17:27:00,Mihail katania,Capsule,413
36659301,30000263,10/02/2014 17:20:00,Inkvizor Erata,Capsule,410
36659135,30000250,10/02/2014 17:13:00,Nigel Gray,Capsule,432
36659097,30000250,10/02/2014 17:12:00,Nigel Gray,Caracal,10638
36658951,30000250,10/02/2014 17:05:00,WurmPriest,Gallente Shuttle,512
36658625,30000224,10/02/2014 16:47:00,Delynn Saphire,Ibis,600
36657847,30000244,10/02/2014 16:07:00,Zargawi Sharvas,Imperial Navy Slicer,2347
36656661,30000260,10/02/2014 14:58:00,psycho-hiyokon,Heron,957
36655681,30000252,10/02/2014 13:55:00,Alex Dangerous,Capsule,407
36655669,30000252,10/02/2014 13:54:00,Alex Dangerous,Moa,5847
36655360,30000262,10/02/2014 13:33:00,WurmPriest,Probe,822
36655363,30000262,10/02/2014 13:33:00,WurmPriest,Capsule,429
36655352,30000252,10/02/2014 13:32:00,Shaden Frost,Capsule,420
36655343,30000252,10/02/2014 13:31:00,Shaden Frost,Heron,1133
36655250,30000249,10/02/2014 13:25:00,Andrei Ikkala,Capsule,439
36655248,30000249,10/02/2014 13:24:00,Andrei Ikkala,Incursus,1870
36655135,30000317,10/02/2014 13:16:00,Ommsen,Tornado,6470
36654756,30000252,10/02/2014 12:49:00,Davvy71,Sabre,7043
36654760,30000252,10/02/2014 12:49:00,Davvy71,Capsule,461
36654741,30000252,10/02/2014 12:48:00,Andrei Ikkala,Atron,1433
36654416,30000252,10/02/2014 12:19:00,GAK Tovand,Magnate,968
36654418,30000252,10/02/2014 12:19:00,GAK Tovand,Capsule,435
36646057,30000250,10/02/2014 02:34:00,ANSCKARY,Thorax,5400
36642273,30000321,09/02/2014 23:52:00,Crash Course,Capsule,465
36640929,30000250,09/02/2014 23:06:00,Bowie Daggart,Capsule,410
36640832,30000250,09/02/2014 23:04:00,Bowie Daggart,Venture,909
36640747,30000252,09/02/2014 23:01:00,AxelFodua,Scythe Fleet Issue,15859
36640710,30000252,09/02/2014 22:59:00,Kaeda Maxwell,Crow,2953
36639595,30000294,09/02/2014 22:26:00,Exsurdo Ereas,Raven,87861
36639068,30000236,09/02/2014 22:08:00,Blank Tanter,Heron,917
36638892,30000253,09/02/2014 22:03:00,Dahak Trust,Capsule,462
36638838,30000253,09/02/2014 22:02:00,Dahak Trust,Wolf,2634
36638548,30000216,09/02/2014 21:53:00,Felicia Latan,Breacher,4522
36638396,30000313,09/02/2014 21:49:00,Ren Mileghere,Capsule,410
36638334,30000313,09/02/2014 21:47:00,Ren Mileghere,Imicus,963
36638143,30000263,09/02/2014 21:43:00,Nihra Helia,Prorator,4671
36638020,30000232,09/02/2014 21:39:00,Bomboz1TA,Mobile Tractor Unit,44613
36637828,30000252,09/02/2014 21:34:00,Violete Diamond,Capsule,442
36637820,30000252,09/02/2014 21:33:00,Violete Diamond,Atron,1345
36637279,30000284,09/02/2014 21:19:00,Y Agassi,Capsule,402
36637233,30000284,09/02/2014 21:18:00,Y Agassi,Heron,753
36637204,30000262,09/02/2014 21:17:00,Bessos Toholl,Taranis,1543
36637210,30000262,09/02/2014 21:17:00,Xander Phoena,Ishtar,56638
36636855,30000321,09/02/2014 21:08:00,Pandora Sigma,Capsule,452
36636776,30000250,09/02/2014 21:06:00,Xevius Nardieu,Capsule,399
36636740,30000321,09/02/2014 21:05:00,Pandora Sigma,Helios,1634
36636681,30000232,09/02/2014 21:04:00,Mishel444 Che,Capsule,439
36636665,30000232,09/02/2014 21:03:00,Mishel444 Che,Heron,958
36636130,30000308,09/02/2014 20:50:00,Venjeker,Capsule,427
36636071,30000308,09/02/2014 20:49:00,Venjeker,Prowler,4369
36635757,30000323,09/02/2014 20:42:00,Gauge Rise,Drake,24433
36635768,30000323,09/02/2014 20:42:00,Gauge Rise,Capsule - Genolution  Auroral  197-variant,474
36635016,30000269,09/02/2014 20:24:00,Urzula Waulfebane,Vexor,10757
36634831,30000272,09/02/2014 20:20:00,Pabllo,Malediction,1451
36634687,30000317,09/02/2014 20:17:00,Ommsen,Mobile Tractor Unit,49634
36633725,30000250,09/02/2014 19:52:00,Minuma,Hurricane,24716
36633345,30000288,09/02/2014 19:44:00,Nigel Gray,Capsule,432
36633300,30000288,09/02/2014 19:42:00,Nigel Gray,Caracal,11646
36633220,30000263,09/02/2014 19:40:00,Leonado,Capsule,458
36633173,30000263,09/02/2014 19:39:00,ANSCKARY,Capsule,451
36633163,30000263,09/02/2014 19:38:00,Leonado,Blackbird,4968
36633164,30000263,09/02/2014 19:38:00,ANSCKARY,Velator,565
36632670,30000250,09/02/2014 19:27:00,Gerald Alland,Capsule,410
36632622,30000322,09/02/2014 19:26:00,concretechiken,Vagabond,9926
36632664,30000250,09/02/2014 19:26:00,Gerald Alland,Probe,1141
36632560,30000322,09/02/2014 19:24:00,Merc HakunaMatata,Manticore,1216
36631406,30000250,09/02/2014 18:54:00,Lane Oriki,Sukuuvestaa Heron,799
36631411,30000250,09/02/2014 18:54:00,Lane Oriki,Capsule,402
36631160,30000315,09/02/2014 18:46:00,Unknown Nickname,Taranis,1494
36630847,30000270,09/02/2014 18:36:00,merlin ranger,Crusader,2262
36630809,30000270,09/02/2014 18:35:00,Chad Moody,Crow,1441
36630692,30000268,09/02/2014 18:33:00,Tri1ogy Bum,Sabre,2637
36630701,30000268,09/02/2014 18:33:00,Tri1ogy Bum,Capsule,461
36630607,30000269,09/02/2014 18:31:00,Sobic,Malediction,2625
36630431,30000250,09/02/2014 18:27:00,Davvy71,Gila,24363
36630397,30000250,09/02/2014 18:26:00,Ola Wonga,Blackbird,11020
36630423,30000250,09/02/2014 18:26:00,Kiernan Shipka,Falcon,9234
36630189,30000250,09/02/2014 18:19:00,Eo Kay,Capsule,411
36630162,30000250,09/02/2014 18:18:00,Eo Kay,Heron,894
36630136,30000272,09/02/2014 18:17:00,Mommy s Sunny,Mobile Depot,11083
36629772,30000272,09/02/2014 18:07:00,Mommy s Sunny,Tengu,15915
36629670,30000250,09/02/2014 18:05:00,Y Agassi,Capsule,402
36629610,30000250,09/02/2014 18:03:00,Y Agassi,Heron,863
36629489,30000238,09/02/2014 17:59:00,Alex Dangerous,Capsule,407
36629446,30000238,09/02/2014 17:58:00,Alex Dangerous,Heron,862
36629102,30000288,09/02/2014 17:49:00,G Genetic,Velator,1388
36627903,30000284,09/02/2014 17:14:00,Minzy Shaishi,Capsule,438
36627796,30000212,09/02/2014 17:11:00,1W3GHXQZ,Capsule,461
36624904,30000308,09/02/2014 15:36:00,ShyIock,Capsule,462
36624849,30000308,09/02/2014 15:34:00,ShyIock,Anathema,1684
36620728,30000250,09/02/2014 13:05:00,Veronica Nalelmir,Thrasher,5661
36620705,30000250,09/02/2014 13:04:00,Guillejejeje XDD,Hawk,5962
36620448,30000213,09/02/2014 12:53:00,Silvia Aivoras,Ibis,556
36620409,30000250,09/02/2014 12:51:00,Maxim Romanovskij,Capsule,384
36620415,30000308,09/02/2014 12:51:00,Ronan Astrum,Charon,165762
36620382,30000250,09/02/2014 12:49:00,Maxim Romanovskij,Merlin,1671
36620301,30000250,09/02/2014 12:45:00,Ola Wonga,Blackbird,10860
36620303,30000250,09/02/2014 12:45:00,MinionA13X,Vagabond,15987
36620271,30000304,09/02/2014 12:43:00,Ean jakeigger KeiggerClan,Tengu,10990
36620251,30000304,09/02/2014 12:43:00,Miss Devious,Machariel,100331
36620129,30000318,09/02/2014 12:37:00,Frixiooon,Federation Navy Comet,3818
36619463,30000250,09/02/2014 12:00:00,N7ro Valerian,Caldari Navy Hookbill,3798
36618853,30000229,09/02/2014 10:43:00,Evo Oramara,Heron,983
36617269,30000263,09/02/2014 09:32:00,Nigel Gray,Heron,939
36617282,30000263,09/02/2014 09:32:00,Nigel Gray,Capsule,432
36615744,30000279,09/02/2014 08:23:00,Preatorian Angel,Tengu,22973
36615535,30000250,09/02/2014 08:12:00,IX Apocalypse,Capsule,391
36615527,30000250,09/02/2014 08:11:00,IX Apocalypse,Rifter,2019
36615478,30000250,09/02/2014 08:09:00,Tiger Havoc,Merlin,1807
36615489,30000250,09/02/2014 08:09:00,Tiger Havoc,Capsule,405
36614742,30000250,09/02/2014 07:29:00,Eo Kay,Capsule,413
36614717,30000250,09/02/2014 07:28:00,Eo Kay,Heron,911
36613982,30000254,09/02/2014 06:52:00,Banaconda Kashada,Capsule,391
36613954,30000254,09/02/2014 06:51:00,Banaconda Kashada,Heron,835
36613046,30000250,09/02/2014 06:03:00,Robinton Jax,Vexor Navy Issue,20834
36612913,30000317,09/02/2014 05:57:00,Scarr Scarrdronis,Capsule,432
36612911,30000250,09/02/2014 05:57:00,TamerlaN N,Capsule,432
36612868,30000250,09/02/2014 05:55:00,TamerlaN N,Heron,938
36612812,30000250,09/02/2014 05:53:00,Takla sanage,Capsule,458
36612743,30000250,09/02/2014 05:50:00,Takla sanage,Viator,5273
36611721,30000250,09/02/2014 05:01:00,Kohaku San,Capsule,417
36611716,30000250,09/02/2014 05:00:00,Kohaku San,Bantam,2233
36610019,30000250,09/02/2014 03:45:00,ilusha Haginen,Tengu,43970
36609036,30000304,09/02/2014 03:03:00,phatjoe,Ishtar,16762
36609048,30000304,09/02/2014 03:03:00,phatjoe,Capsule,460
36606886,30000250,09/02/2014 01:36:00,Buff Oksaras,Vagabond,11656
36606522,30000317,09/02/2014 01:22:00,bladisuelz,Capsule,489
36606506,30000317,09/02/2014 01:21:00,Elara Bryg,Crow,1525
36606482,30000317,09/02/2014 01:20:00,bladisuelz,Talos,17647
36605184,30000232,09/02/2014 00:34:00,TheRustling,Capsule,435
36605042,30000232,09/02/2014 00:30:00,Kuzeen Boloskarl,Tengu,92089
36603781,30000250,08/02/2014 23:48:00,Sudo Genk,Capsule,399
36603614,30000250,08/02/2014 23:42:00,Proust Kor,Capsule,410
36603566,30000250,08/02/2014 23:41:00,Proust Kor,Thrasher,4520
36603557,30000250,08/02/2014 23:40:00,Phoenix Torp,Catalyst,3766
36603516,30000250,08/02/2014 23:40:00,Ferk Jenkins,Heretic,3064
36603544,30000250,08/02/2014 23:40:00,Sudo Genk,Cormorant,3363
36603507,30000250,08/02/2014 23:39:00,Mikel deEuskadi,Catalyst,3141
36603370,30000250,08/02/2014 23:35:00,Maniacus,Stabber Fleet Issue,12837
36602949,30000247,08/02/2014 23:23:00,Kaldenines,Crow,2502
36602969,30000247,08/02/2014 23:23:00,DraYcOFyRe,Crow,2147
36602944,30000247,08/02/2014 23:23:00,oUTSKIRTs,Crow,1777
36602959,30000247,08/02/2014 23:23:00,Sarcurnay,Crow,1472
36602371,30000250,08/02/2014 23:07:00,Daedelus Liu,Velator,678
36601504,30000241,08/02/2014 22:44:00,Kud Binchiette,Capsule,384
36599791,30000299,08/02/2014 21:57:00,Romulus Janus,Phobos,16159
36599786,30000299,08/02/2014 21:57:00,Lanister VonBorune,Hound,1101
36599775,30000299,08/02/2014 21:56:00,Dynewind Aylet,Vexor,6634
36599769,30000299,08/02/2014 21:56:00,MalVarian Do Ana,Myrmidon,16159
