SolarSystemID,Victim,Ship,Damage Taken
30000142,Xander Kalkoken,Buzzard,1335
30000156,Martel Toralen,Merlin,1572
30030141,shockstar48,Capsule,448
30030141,shockstar48,Venture,868
30000169,Akuma Tsukai,Arbitrator,7119
30000157,Gearbox X,Merlin,2853
30000142,Devis Terrona,Ibis,517
30000156,QUANTUM2012,Caracal,10459
30000156,Pteradactyle,Hawk,2839
30000156,DaNeenjah,Breacher,3743
30000156,nut custard,Omen,5280
30000156,Martel Toralen,Caracal,10002
30000156,Haeriphos,Condor,1070
30000192,tsunadellia,Capsule,414
30000142,Troy Maxwellus,Capsule,416
30000142,BataiV Bolges,Atron,2238
30000142,Troy Maxwellus,Corax,2616
30000142,pvp pve,Caracal Navy Issue,10864
30000145,Tau Paul Aihaken,Ibis,190
30000156,Haeriphos,Condor,1066
30000142,General Kalkoken,Capsule,394
30000145,Alexis Nightwish,Tornado,7328
30000145,Tarlence,Ibis,723
30000145,Tarlence,Capsule,461
30000142,General Kalkoken,Thrasher,2460
30000192,tsunadellia,Heron,850
30000156,Foghsho Osodrac,Rifter,1889
30000142,Hi There 01,Thrasher,2702
30000154,Colin Alfrir,Rifter,1290
30000142,Anterphus Aivo,Megathron,63396
30000156,Frank Bean,Algos,3324
30000154,Angelo427,Punisher,3246
30000156,Martel Toralen,Kestrel,2995
30000144,Luft Reich,Legion,27809
30000157,Theodore Robert Cowell,Enyo,4701
30000142,pvp pve,Capsule,412
30000142,pvp pve,Thrasher,2703
30000142,Anterphus Aivo,Deimos,7256
30000154,SpleanKrusher,Rifter,2597
30000154,Matthias Duran,Hawk,4645
30000154,Foghsho Osodrac,Rifter,1922
30000144,Magistra Bellum,Capsule,406
30000156,Vanth Sorath,Executioner,1934
30000156,Foghsho Osodrac,Rifter,1909
30000156,Xezox,Caracal,11596
30000144,Magistra Bellum,Ibis,544
30000156,Wolf 10,Wolf,2476
30000156,Lynn Noel,Kestrel,2926
30000156,7th Seth,Caracal,19259
30000156,BoobieTassles,Stabber,10713
30000156,Vasecho,Thrasher,3632
30000156,Pteradactyle,Kestrel,3988
30000156,Angelo427,Harbinger,26613
30000142,Andi Nielsen,Capsule,421
30000156,7th Seth,Slasher,1993
30000142,Andi Nielsen,Atron,1059
30000156,Martel Toralen,Merlin,1452
30000181,Esther Erata,Mobile Tractor Unit,47998
30000142,Crestavod,Capsule,435
30000156,BoobieTassles,Stabber,14637
30000156,Xantcha Valor,Condor,4702
30000156,Por Phyry,Maller,17331
30000194,Cheshirr Cat,Sukuuvestaa Heron,902
30000156,Mara Dhurden,Rupture,9235
30000156,Vasecho,Vexor,17994
30000142,Alura Tsukaya,Tayra,3082
30000142,Gerta Soul,Drake Navy Issue,29867
30000142,Gerta Soul,Capsule,422
30000156,DanBoucher,Prophecy,36520
30000142,Cruc Efix,Capsule,427
30000142,Tycho VI,Capsule,445
30000156,Angelo427,Harbinger,28837
30000142,Tycho VI,Ares,1227
30000142,Nayl Arryn,Merlin,1658
30000142,Nayl Arryn,Capsule,439
30000145,Agent Grzzly,Capsule,400
30000180,Royyu Hanoma,Heron,850
30000156,Nayuri Atreides,Caracal,12424
30000142,JP Mane,Badger,4887
30000156,Defiant Hillman,Capsule,429
30000142,Bakla Firoz,Velator,692
30000181,jamesrgreen,Mobile Tractor Unit,26300
30000142,Pavel Morozv,Capsule,450
30000142,Pavel Morozv,Caldari Shuttle,536
30000142,Dread Jorvik,Executioner,1260
30000142,Dread Jorvik,Capsule,458
30000142,Nemtrac 420Confirmed,Capsule,414
30000156,Lady Ayeipsia,Vexor,17521
30000156,Wolf 10,Crow,3019
30000163,Selenna Gengod,Reaper,539
30000142,drunktexan,Osprey Navy Issue,8171
30000142,drunktexan,Capsule,402
30000163,PriceCheckOnAisleJita,Kestrel,1362
30000142,oShurinberGo,Retribution,4859
30000142,oShurinberGo,Capsule,454
30000142,Kaneda Hiroshi,Cormorant,3096
30000157,SpleanKrusher,Thrasher,2907
30000145,Dicker Andrard,Capsule,452
30000145,Dicker Andrard,Iteron Mark V,1489
30000163,Flint126,Reaper,506
30000142,Armand Babinoix,Atron,1200
30000142,Nick Ohu,Catalyst,3225
30000156,Amberlee Rin,Catalyst,3349
30000194,Silver Toy,Impairor,613
30000194,Hobo Witha Shottgun,Velator,576
30000142,Nick Ohu,Enyo,3249
30000144,Jaguar Meza,Capsule,384
30000154,SpleanKrusher,Heron,2071
30000144,Jaguar Meza,Executioner,1085
30000157,Angelo427,Punisher,3226
30000204,Naliah Akiga,Capsule,412
30000204,Naliah Akiga,Heron,885
30000157,Col B,Executioner,1284
30000159,Jeremiah Thellere,Slasher,2184
30000159,Nathaniel Nashorn,Slasher,1847
30000156,Athea Marr,Retribution,3017
30000156,Xundre Kai,Talwar,2743
30000169,psy Uchonela,Drake,18954
30000169,psy Uchonela,Capsule,410
30000156,7th Seth,Slasher,2270
30000142,Omnomnom Nomz,Capsule,391
30000156,Mara Dhurden,Merlin,3217
30000142,ojfreelancer,Capsule,453
30000142,ojfreelancer,Buzzard,1326
30000159,Nathaniel Nashorn,Slasher,1847
30000154,Amberlee Rin,Merlin,2635
30000154,Iredude,Merlin,3377
30000154,Lady Ayeipsia,Corax,3269
30000142,Cal Bauer,Capsule,410
30000159,Jeremiah Thellere,Slasher,2313
30000154,Mara Dhurden,Caracal,10513
30000164,Darth Syntherus,Capsule,407
30000142,Nemtrac 420Confirmed,Capsule,417
30000142,Cal Bauer,Ibis,548
30000154,Reek Stark,Incursus,3425
30000154,Chester Petirov,Vexor,11930
30000142,Armand Babinoix,Atron,1275
30000164,Dianna Reed,Coercer,4348
30000164,Darth Syntherus,Thrasher,2580
30000157,Lord Malic,Tormentor,2057
30000142,Aartroxis,Merlin,1658
30000142,Acid Katelo,Heron,970
30000142,Aartroxis,Capsule,422
30000159,Jegg Shi,Slasher,2209
30000156,Blazing Asian Rotsuda,Corax,3099
30000154,Wally Ormand,Condor,2166
30000142,TheSennin,Capsule,428
30000142,TheSennin,Amarr Shuttle,510
30000142,CT Legacyy,Capsule,421
30000142,obgyn kANOBI,Capsule - Genolution Auroral 197-variant,461
30000156,Blazing Asian Rotsuda,Catalyst,2890
30000142,CT Legacyy,Impairor,597
30000142,DaPaulerBear,Capsule,451
30000142,Omnomnom Nomz,Gallente Shuttle,448
30000163,TheThufir,Merlin,6083
30000142,Adapt Virpio,Capsule,421
30000142,Adapt Virpio,Cormorant,2541
30000139,Orpha Renn,Capsule,431
30000142,TheSennin,Amarr Shuttle,510
30000153,AnalniySamostrel Bolt,Retriever,6488
30000153,AnalniySamostrel Bolt,Capsule,391
30000162,Pat Horstich,Heron,1227
30000142,Randejo,Velator,694
30000186,Bief Gallifrey,Mobile Tractor Unit,45555
30000156,Sentis Nalelmir,Merlin,3091
30000155,Asturias Tawate,Raven Navy Issue,151474
30000186,Bief Gallifrey,Dominix,32986
30000186,Bief Gallifrey,Capsule,440
30000142,Fayne Winder,Capsule,384
30000131,Csaba Hekki,Ibis,891
30000156,Mara Dhurden,Atron,2350
30000156,Michael Buble,Incursus,2360
30000194,ZeusCommander,Megathron,68085
30000156,Sentis Nalelmir,Rifter,2472
30000194,Nelly Uanos,Phantasm,24045
30000198,Kelly OConnor,Purifier,1260
30000142,Bloodrock Firestone,Capsule,413
30000142,Zelot Blueice,Capsule,461
30030141,Klino Archangel,Cormorant,3353
30000156,Frank Bean,Atron,2195
30000142,Bloodrock Firestone,Ibis,558
30000142,Fayne Winder,Ibis,681
30000156,VerdithTanath,Anshar,310540
30000131,Axel Thorn Ahashion,Impairor,915
30000156,Bacon Pizza,Atron,2478
30000142,DaPaulerBear,Capsule,451
30000142,Zelot Blueice,Orca,57280
30000156,Moba Ge,Ibis,625
30000156,Carmeth Andari,Velator,680
30000156,Praelar Maanz,Reaper,595
30000156,Tyrek Marlinsano,Reaper,585
30000142,Troll Mage Hellcaster,Venture,322
30000131,Csaba Hekki,Ibis,850
30000142,Blue101,Caldari Shuttle,656
30000142,Bloodrock Firestone,Capsule,413
30000154,Michael Buble,Incursus,2445
30000154,Sentis Nalelmir,Incursus,1845
30000142,Bloodrock Firestone,Ibis,558
30000154,Silent Swiftshot,Tristan,3097
30000155,Asturias Tawate,Mobile Tractor Unit,49552
30000142,Weigh Laney,Capsule,439
30000142,Weigh Laney,Ibis,592
30000142,Kraisee,Capsule,384
30000142,Kraisee,Velator,572
30000153,Korvyr Vorthrel,Retriever,6615
30000186,Braedon Murtagh,Covetor,5213
30000156,Sheppard Erehwon,Capsule,469
30000156,Sheppard Erehwon,Hurricane,14397
30000154,Silent Swiftshot,Incursus,2910
30000182,KyKyCiK,Mobile Tractor Unit,46981
30000142,Alexander Kaan,Heron,768
30000154,Silent Swiftshot,Atron,1279
30000154,Fumf,Rifter,3702
30000186,Milkaya Aknofe,Omen Navy Issue,9205
30000153,Dj BigBelow,Velator,635
30000145,Dj BigBelow,Capsule,429
30000142,Devis Terrona,Capsule,384
30000145,Dj BigBelow,Velator,639
30000142,Devis Terrona,Ibis,517
30000182,Diren Saat,Mobile Tractor Unit,44202
30000127,,Customs Office,4495671
30000153,Delucian,Republic Fleet Firetail,3924
30000127,,Customs Office,4047084
30000142,Alura Tsukaya,Capsule,414
30000142,William Westmere,Capsule,461
30000162,WSSDADAQWD,Magnate,910
30000154,Delucian,Condor,3274
30000142,Alura Tsukaya,Gallente Shuttle,477
30000142,Toph Ghasha,Taranis,1683
30000162,WSSDADAQWD,Impairor,565
30000156,Void Touch,Rifter,2498
30000156,Ghenghes Khan,Punisher,3054
30000156,Vasecho,Condor,2797
30000156,DanBoucher,Slasher,1057
30000156,Jack 73hRipper,Thorax,19493
30000156,jallin,Slasher,1157
30000156,Calico Jack Rose,Stabber,8033
30000156,jesta9987,Vexor,7362
30000182,Melickor,Mobile Tractor Unit,48655
30000162,Sevensin Koraka,Ibis,523
30000154,Silent Swiftshot,Atron,1276
30000142,Alura Tsukaya,Capsule,414
30000142,Jack 73hRipper,Gallente Shuttle,545
30000142,Bloodrock Firestone,Capsule,413
30000142,Alura Tsukaya,Gallente Shuttle,477
30000142,Bloodrock Firestone,Ibis,558
30000142,Zayne Gibbons,Capsule,450
30000142,Zayne Gibbons,Incursus,1644
30000163,Den Kravatsky,Merlin,4505
30000156,Vasecho,Condor,2376
30000162,ShadeStarr,Velator,578
30000198,Sonea Sarain,Reaper,393
30000142,mac groshomard,Capsule,485
30000142,mac groshomard,Thrasher,2908
30000142,IRONxSinnerMan,Harpy,3964
30000157,Maximus Rebonican,Retriever,7428
30000142,Povar RUS,Capsule,458
30000142,Povar RUS,Sentinel,1182
30000162,Tuisuta Rion,Velator,607
30000142,Hula Hita,Manticore,1024
30000156,Oh Hyerin,Ibis,598
30000156,Parumph,Incursus,1692
30000156,Ravshan Biber,Capsule,384
30000156,mahadin,Malediction,2244
30000156,Jack 73hRipper,Algos,5307
30000142,Fadetowhite,Slasher,982
30000156,Ravshan Biber,Heron,819
30000142,JOHN TOLLIN,Punisher,4432
30000142,JOHN TOLLIN,Capsule,440
30000144,Kaydyns,Cerberus,10318
30000145,Keef Purelove,Stabber,11167
30000142,Stan Tiberious,Condor,1233
30000151,Matthew EstmaireJr,Noctis,8361
30000156,Tem Frey,Rupture,8777
30000142,Thomas Totstahle,Capsule,442
30000139,vlad762 Ohmiras,Capsule,445
30000163,Arcuied,Ibis,625
30000156,EC DRUMSMKI,Slasher,1104
30000156,Dr Bob Madeveda,Slasher,3616
30000142,Seren Tivianne,Atron,1191
30000181,joey4567,Mobile Tractor Unit,50205
30000142,spaceghost69,Capsule,461
30000162,Tuisuta Rion,Velator,607
30000156,Angelo427,Punisher,2874
30000156,Ghenghes Khan,Punisher,3054
30000156,Tem Frey,Slasher,1133
30000156,jallin,Slasher,2077
30000181,fallen nightmare,Mobile Tractor Unit,50109
30000144,Zuper,Golem,65782
30030141,Rid Onniro,Bantam,1372
30030141,Rid Onniro,Capsule,394
30000156,Van Doe,Condor,1329
30000164,Alizee Reno,Vexor Navy Issue,10683
30000144,Pa Rin,Capsule,387
30000156,lolkol Hekki,Merlin,3204
30000144,Pa Rin,Ibis,528
30000181,joey4567,Kronos,48408
30000142,Janet Bobo,Atron,1110
30000162,Nokomis Voidrunner,Rifter,1290
30000142,Shnuzey,Capsule,418
30000156,SlugNuts,Stiletto,2751
30000182,Lucient Rin,Mobile Tractor Unit,42409
30000142,Shnuzey,Vexor Navy Issue,8656
30000162,Wufai,Capsule,454
30000142,GoAway NoObs,Vindicator,46824
30000142,WaPNico,Thrasher,2638
30000162,Wufai,Velator,672
30000127,,Customs Office,4471367
30000156,Jason McCollins,Tormentor,2046
30000156,Roy Flynn,Rupture,10693
30000156,SlugNuts,Talwar,3243
30000156,Tem Frey,Slasher,1661
30000157,Ray McLaren,Slasher,1358
30000156,Angelo427,Rifter,1558
30000156,Kreature Erata,Kestrel,1960
30000157,Darth Killus,Crucifier,1209
30000157,Sontir Fel,Thrasher,2868
30000162,Bard0ck,Capsule,461
30000142,Omega Bujin,Capsule,420
30000162,Bard0ck,Leopard,557
30000144,Alice Kitsune,Capsule,413
30000142,Omega Bujin,Vexor,7611
30000157,Siberski,Imicus,1112
30000128,TheBestGoku,Capsule,410
30000144,Alice Kitsune,Impairor,587
30000143,Teal Hooligan,Crusader,2190
30000144,William Dotrieve,Buzzard,1392
30000144,William Dotrieve,Capsule,442
30000128,TheBestGoku,Venture,658
30000157,Dark Adoudel,Thorax,13440
30000154,Martha Gomerz,Merlin,3790
30000144,Mei mei Han,Capsule,384
30000154,Jita Knight Tsasa,Punisher,3457
30000162,Kurri Kara,Nereus,4887
30000144,Mei mei Han,Velator,573
30000144,J Zayroth,Coercer,2646
30000162,Darwin Archimede,Heron,880
30000144,Rhegius Yvonres,Capsule,432
30000144,Rhegius Yvonres,Ibis,581
30000180,Tormented 1,Raven,36980
30000180,Tormented 1,Capsule,453
30000153,Vanth Sorath,Punisher,3177
30000192,Orosono,Ibis,572
30000144,Colin Mond,Capsule,394
30000142,Tibe queen,Tristan,2939
30000144,Trainer Aer,Capsule,427
30000144,Colin Mond,Venture,640
30000142,Kostello 56RU,Kestrel,3034
30000154,Winston Beldrulf,Rifter,1337
30000144,Trainer Aer,Caldari Shuttle,524
30000154,Timm3h,Crucifier,1146
30000144,Jaguar Meza,Capsule,383
30000162,Bruce Spunner,Magnate,1051
30000154,Inc Ikkala,Condor,956
30000154,TREMENDOJ,Condor,1090
30000154,Wally Ormand,Crucifier,1267
30000154,Drax Anele,Maulus,1134
30000154,Ilian Pollard,Atron,1377
30000154,Alamuerta,Rupture,10479
30000154,Rando Ary,Rifter,2391
30000154,DanBoucher,Vigil,2128
30000154,Reshi Bloodless,Atron,1161
30000154,Ghenghes Khan,Punisher,3129
30000144,Jaguar Meza,Executioner,1085
30000154,Brullig,Thrasher,3054
30000154,Skooney,Lachesis,3361
30000154,Kimball Thoringen,Tristan,4029
30000142,Angel0fParadise,Crow,1195
30000142,Angel0fParadise,Capsule,447
30000144,Dyno Hakori,Capsule,416
30000142,MissingYew Hakaari,Venture,658
30000196,Meldoro Elipse,Thorax,17227
30000182,KyKyCiK,Mobile Tractor Unit,46365
30000142,Grey24 Uitra,Cormorant,2509
30000156,Frank Bean,Republic Fleet Firetail,3317
30000156,Omegaplex,Ishtar,12396
30000156,lord kershane,Punisher,4853
30000169,Eresofalus,Vagabond,12691
30000169,Eresofalus,Capsule,461
30000142,SupernovaPilot,Merlin,1604
30000142,Targie McRed,Ares,1453
30000142,Targie McRed,Capsule,463
30000156,Angelo427,Harbinger,29714
30000156,Drax Anele,Merlin,2405
30000144,Nonsine Nonzkowitsch,Caldari Shuttle,533
30000156,THEGENER4L4,Tristan,6034
30000156,Winston Beldrulf,Slasher,1012
30000156,Darth Christenous,Hurricane,24447
30000142,Lyna Lethallan,Executioner,1118
30000142,Lyna Lethallan,Capsule,444
30000144,Gerridar,Capsule,454
30000156,Romero Parada,Incursus,2432
30000156,Kreature Erata,Kestrel,1783
30000156,Jita Knight Tsasa,Executioner,1817
30000142,MissingYew Hakaari,Venture,658
30000156,Drax Anele,Incursus,1809
30000156,Inc Ikkala,Ibis,550
30000156,Plaximus jr,Thrasher,2881
30000156,cleo valdar,Merlin,7229
30000144,Gerridar,Ares,1601
30000156,MaxPower 519,Coercer,2900
30000142,pacamaxa Talvane,Gallente Shuttle,478
30000156,Alice Reifin,Kestrel,1861
30000144,M4rz,Capsule,453
30000156,xxlluffa,Rupture,13579
30000156,mahadin,Condor,3517
30000156,Ilian Pollard,Thrasher,3411
30000156,Irka Khamsi,Punisher,2383
30000156,Vanth Sorath,Punisher,3444
30000156,Goladin,Vexor,6824
30000156,irockpreggochics Kahoudi,Rifter,3528
30000156,Kimball Thoringen,Tristan,4050
30000156,Alamuerta,Rupture,11163
30000156,Winston Beldrulf,Slasher,1068
30000156,Dethor Gory,Thrasher,2906
30000142,Bagarai Predador,Capsule,458
30000156,Rise Altol,Tristan,1743
30000156,Inc Ikkala,Condor,1063
30000156,Drax Anele,Incursus,2841
30000156,Angelo427,Punisher,2162
30000144,Stepa Velikan,Ibis,532
30000156,DanBoucher,Merlin,3106
30000156,Silent Swiftshot,Enyo,5111
30000144,Paul869,Capsule,447
30000142,Bagarai Predador,Capsule,458
30000156,Wally Ormand,Condor,1044
30000144,Nirvana Lei,Capsule,399
30000181,Skjald Borg,Capsule,442
30000145,Ysmir,Minmatar Shuttle,545
30000156,Martha Gomerz,Corax,4470
30000181,Skjald Borg,Corax,2941
30000156,Drax Anele,Omen,14283
30000156,Jita Knight Tsasa,Punisher,3731
30000142,Cerv Sedy,Ibis,581
30000142,Cerv Sedy,Capsule,432
30000156,TREMENDOJ,Talwar,3302
30000156,Timm3h,Condor,1064
30000156,Inc Ikkala,Condor,948
30000156,DanBoucher,Vigil,2897
30000156,Brullig,Tristan,2963
30000156,Wally Ormand,Atron,1304
30000156,Dethor Gory,Rifter,2710
30000156,Martha Gomerz,Condor,1941
30000156,Zakhs,Condor,2483
30000156,Krividus Crucil,Cormorant,4750
30000142,Omnomnom Nomz,Capsule,391
30000156,Zohl,Caracal,17600
30000156,Rise Altol,Maller,18475
30000156,Plaximus jr,Catalyst,3333
30000156,lord kershane,Merlin,6348
30000156,Kreature Erata,Caldari Navy Hookbill,3541
30000156,cleo valdar,Merlin,8131
30000156,TREMENDOJ,Drake,25065
30000156,Plaximus jr,Atron,1664
30000156,Jita Knight Tsasa,Executioner,1886
30000156,Drax Anele,Thrasher,3146
30000156,Kimball Thoringen,Tristan,5402
30000156,Rando Ary,Hurricane,33159
30000156,Zakhs,Thrasher,4274
30000156,DanBoucher,Condor,2417
30000156,AndrewBot89,Rifter,1628
30000156,Sugkit,Caracal,11897
30000156,Costodes OldMadLady,Kestrel,5563
30000156,Inc Ikkala,Condor,962
30000156,Brullig,Maulus,1178
30000142,Contessa Kereen,Crow,2218
30000156,Vanth Sorath,Coercer,2867
30000142,Contessa Kereen,Capsule,461
30000156,Karen Avioras,Maulus,1335
30000156,King Zylo,Talwar,3871
30000138,Chronoxi,Crow,3836
30000156,Tara Dian,Punisher,3056
30000156,Ilian Pollard,Incursus,3448
30000156,Jita Knight Tsasa,Punisher,3745
30000156,Alamuerta,Thrasher,3044
30000156,Wally Ormand,Caracal,20766
30000138,The Jackhammer,Wolf,2712
30000157,Vysanra Inkura,Retriever,7943
30000156,DanBoucher,Prophecy,68722
30000156,Rise Altol,Prophecy,29143
30000156,AndrewBot89,Caracal,10611
30000164,Miles Aeternus,Ishtar,7436
30000156,Brullig,Thrasher,4001
30000144,pacamaxa Talvane,Capsule,402
30000142,Minerva Nebula,Rifter,3329
30000156,Van Doe,Condor,1610
30000138,Agrmine,Loki,19474
30000142,BornePassive,Retribution,2737
30000142,BornePassive,Capsule,448
30000142,Dark Adoudel,Kestrel,1673
30000144,pacamaxa Talvane,Ibis,539
30000155,Dag NalTarren,Charon,165950
30000156,Sugkit,Maulus,1110
30000156,credokat,Maulus,1268
30000156,Brullig,Maulus,1170
30000145,mekirite Kautsuo,Capsule,422
30000139,Talon Karrdex,Capsule,458
30000156,Tara Dian,Omen,10883
30000156,Drax Anele,Condor,1003
30000156,Jason McCollins,Executioner,2297
30000138,Sheron White,Amarr Shuttle,446
30000145,mekirite Kautsuo,Rifter,2164
30030141,XclassjokerX TheCones,Merlin,1290
30030141,XclassjokerX TheCones,Capsule,384
30000144,Kain Azizora,Capsule,421
30000196,Lane Oriki,Heron,859
30000156,Jita Knight Tsasa,Tormentor,273
30000144,Kain Azizora,Magnate,964
30000138,zaniszora,Manticore,2228
30000156,Lynn Noel,Kestrel,1900
30000156,Wally Ormand,Corax,2646
30000182,Rel22,Mobile Tractor Unit,40512
30000144,Nina Jordaan,Reaper,546
30000143,ubijalka Toralen,Capsule,429
30000144,Phade Tenkiller,Kestrel,2264
30000143,ubijalka Toralen,Caracal,5849
30000156,Rose Valora,Maulus,2803
30000144,Zuper,Capsule,463
30000156,Half Cocked,Talwar,3165
30000144,Val Zachariah,Crucifier,1183
30000144,Val Zachariah,Capsule,461
30000157,Danone LeYogourt,Capsule,449
30000156,Leandros Aideron,Incursus,1800
30000143,Tanaha,Capsule,407
30000192,the hopper,Reaper,599
30000157,Danone LeYogourt,Retriever,8144
30000143,Tanaha,Corax,2646
30000156,mahadin,Punisher,4625
30000156,irockpreggochics Kahoudi,Rifter,1971
30000142,Aldo Drako,Gallente Shuttle,557
30000144,Errand Belucci,Capsule,447
30000142,Phillio Vynneve,Capsule,416
30000156,C11H17NO3,Tayra,6188
30000138,SviaT Berez,Capsule,413
30000138,SviaT Berez,Ibis,558
30000142,Phillio Vynneve,Velator,623
30000142,Phillio Vynneve,Capsule,416
30000156,Bumpage,Algos,5077
30000156,Rando Ary,Atron,1564
30000156,Half Cocked,Talwar,3089
30000156,Drax Anele,Merlin,3772
30000156,DanBoucher,Slasher,1043
30000169,milly frensic,Enyo,3036
30000144,Zvezda Letov,Caldari Shuttle,546
30000145,Serena Ituis,Ibis,605
30000169,Mattpat139 Sukarala,Stabber,5215
30000139,McSteez,Capsule,454
30000162,Damocles Virpio,Venture,647
30000169,Elsieii,Caracal Navy Issue,14145
30000142,goner Macha,Capsule,431
30000156,Winter S Daimon,Rifter,2302
30000142,goner Macha,Ibis,583
30000144,xara bakara,Rifter,2434
30000145,Anna JZ,Buzzard,1204
30000144,penza58,Capsule,462
30000144,Aaaarrgg,Capsule,450
30000144,Aaaarrgg,Thrasher,2797
30000142,Ozeki Saan,Manticore,1680
30000144,Nina Jordaan,Tristan,1727
30000142,penza58,Manticore,1177
30000142,Stormfyst II,Capsule - Genolution Auroral 197-variant,458
30000144,Jaguar Meza,Capsule,384
30000138,jhon Dot,Capsule,413
30000144,Aaaarrgg,Thrasher,2797
30000142,Stormfyst II,Dramiel,1883
30000185,Buka Kado,Capsule,384
30000144,Jaguar Meza,Executioner,1086
30000144,Chin Chon Binbon,Capsule,402
30000144,Pod-Goo Repoman,Thrasher,2669
30000138,jhon Dot,Ibis,558
30000144,Chin Chon Binbon,Merlin,1594
30000142,Angel Ambrosia,Capsule,448
30000156,mekirite Kautsuo,Rifter,2026
30000142,Chel Visteen,Bestower,2093
30000142,Chel Visteen,Capsule,440
30000142,Silvion,Raptor,1443
30000142,Silvion,Capsule,461
30000142,Angel Ambrosia,Catalyst,3799
30000144,Jed Peterson,Ferox,18392
30000142,BigBruce Solette,Ares,1032
30000142,HOCOK 666,Thrasher,2623
30000142,HOCOK 666,Capsule,461
30000156,Essif Rar,Slasher,2146
30000156,The Rockefeller,Rifter,2298
30000156,Rando Ary,Rupture,9827
30000156,s33k3r Atram,Rifter,2891
30000156,Red SmashMOUTH,Vexor,16005
30000156,Blackjack OHare,Thrasher,3076
30000156,TREMENDOJ,Vexor,9550
30000148,badermax,Catalyst,2621
30000142,Kami Forever Shiyurida,Capsule,402
30000142,Kami Forever Shiyurida,Merlin,2219
30000156,Krividus Crucil,Cormorant,4598
30000156,Tara Dian,Punisher,3481
30000156,LardOfChaos,Caracal,15740
30000156,Blackjack OHare,Rupture,9326
30000156,Dj BigBelow,Merlin,2906
30000156,Essif Rar,Slasher,2096
30000156,Kalyn,Kestrel,3231
30000156,Charles Burger,Rupture,15634
30000156,Red SmashMOUTH,Thorax,8767
30000156,irockpreggochics Kahoudi,Rifter,1992
30000156,The Rockefeller,Rifter,2249
30000156,Smoke heavy,Kestrel,2416
30000156,nitro oxide,Kestrel,1871
30000156,Alamuerta,Rupture,9139
30000143,IRONxSinnerMan,Harpy,2765
30000156,Sivato,Caracal,6875
30000156,Kalyn,Caracal,8445
30000156,Crazy Dogbreath,Executioner,1547
30000156,lord kershane,Omen,6426
30000156,Jonny Chastot,Atron,1413
30000156,Johnny Doner,Tristan,2032
30000157,Trandlar,Thrasher,4683
30000156,Goladin,Catalyst,3135
30000144,Soturno,Thrasher,2907
30000144,dhunpael,Capsule,469
30000144,Aaaarrgg,Thrasher,2798
30000144,Intrudersha,Ares,1375
30000143,Lyna Alory,Venture,616
30000143,Lyna Alory,Capsule,409
30000142,Johnroger,Inner Zone Shipping Imicus,1080
30000142,Johnroger,Capsule,458
30000156,Bimba Xabiba,Heron,850
30000142,Creire Panacan,Velator,581
30000142,Creire Panacan,Capsule,390
30000142,SupernovaPilot,Slasher,2866
30000142,Creire Panacan,Velator,581
30000142,Omega Bujin,Vexor,7609
30000142,corey Achasse,Capsule,454
30000156,The Rockefeller,Rifter,2243
30000156,Drezzster,Imperial Navy Slicer,2273
30000142,Gotan Germaniae,Capsule,391
30000182,Angell Beats,Mobile Tractor Unit,30890
30000142,corey Achasse,Purifier,1211
30000142,Dzoni Cross,Punisher,1500
30000142,Dzoni Cross,Capsule,428
30000143,Rybik Baginskyi,Capsule,424
30000144,HOCOK 666,Reaper,593
30000143,March rabbit,Catalyst,3227
30000144,Nemtrac 420Confirmed,Capsule,414
30000143,Rybik Baginskyi,Iteron Mark V,1739
30000139,Phaezon,Capsule,461
30000169,KhaDi,Caracal,8719
30000142,White Kashada,Cormorant,2502
30000142,White Kashada,Capsule,419
30000144,Janus Konor,Capsule - Genolution Auroral 197-variant,461
30000144,Anharat,Capsule,461
30000163,PriceCheckOnAisleJita,Ibis,488
30000144,Aaaarrgg,Thrasher,2798
30000156,Parumph,Condor,1021
30000156,Winter S Daimon,Rifter,2146
30000156,Dzoni Cross,Coercer,3262
30000156,Hank Aldent,Corax,2917
30000156,Lord Malic,Breacher,1360
30000144,Anharat,Crow,1394
30000144,Chin Chon Binbon,Merlin,1595
30000144,Chin Chon Binbon,Capsule,402
30000169,FolkoAlt1,Worm,4735
30000156,Billybobjonesjones,Caracal,9435
30000156,Sharkey Mesaana,Caracal,13858
30000156,Ghenghes Khan,Punisher,3316
30000156,Martha Gomerz,Caracal,13438
30000145,Pathe Alyeh,Ibis,544
30000156,Tara Dian,Coercer,2660
30000156,Brullig,Thrasher,2991
30000140,goner Macha,Capsule,431
30000140,goner Macha,Ibis,583
30000156,Mezzanti,Stabber,20676
30000139,Thore Nightmare,Capsule,391
30000146,Bersecker Palm,Retriever,6730
30000156,Hank Aldent,Caracal,14730
30000144,Nexus Omni,Thrasher,2713
30000144,Nexus Omni,Capsule,450
30000156,dark102042 Arzi,Maller,20121
30000156,Skooney,Talwar,3286
30000144,Pathe Alyeh,Sukuuvestaa Heron,825
30000146,Kimi Gidrini,Catalyst,2854
30000146,LillaErika,Catalyst,2727
30000156,Essif Rar,Slasher,2635
30000156,Johnny Passagana,Rifter,2616
30000156,Danny Ikkala,Rifter,1500
30000156,Red SmashMOUTH,Tristan,1637
30000156,Winter S Daimon,Rifter,2140
30000156,Alamuerta,Rupture,11170
30000156,Brullig,Vigil,2324
30030141,Kosswoman,Caracal,9710
