SolarSystemID,Time,Victim,VShip,Damage Taken
30000250,11/02/2014 20:29,Isabella Musana,Cheetah,1150
30000250,11/02/2014 19:05,Dr Sidekick,Capsule,422
30000250,11/02/2014 19:04,Dr Sidekick,Nereus,3253
30000230,11/02/2014 17:50,Blank Tanter,Capsule,405
30000230,11/02/2014 17:49,Blank Tanter,Heron,891
30000250,11/02/2014 17:41,Kynzi McMahon,Venture,1962
30000250,11/02/2014 17:19,TorkNor Delraith,Ishtar,14137
30000222,11/02/2014 17:17,Uboreme,Capsule,459
30000222,11/02/2014 17:17,Uboreme,Magnate,1062
30000250,11/02/2014 16:57,Jessica Moore,Stabber Fleet Issue,30108
30000250,11/02/2014 16:57,Lizard Skin,Wolf,2704
30000250,11/02/2014 16:55,Yun Kuai,Muninn,11097
30000250,11/02/2014 16:53,TorkNor Delraith,Pilgrim,14589
30000315,11/02/2014 14:58,Rasha Capaca,Vherokior Probe,1563
30000315,11/02/2014 14:58,Rasha Capaca,Capsule,422
30000252,11/02/2014 14:37,Conrad Corvus,Heron,890
30000259,11/02/2014 13:28,Mira Sagittarius,Capsule,402
30000259,11/02/2014 13:27,Mira Sagittarius,Heron,864
30000261,11/02/2014 12:05,Mind Reset,Capsule,402
30000261,11/02/2014 12:04,Mind Reset,Imicus,949
30000210,11/02/2014 11:37,random moment,Manticore,1025
30000294,11/02/2014 10:49,Luskan Telamon,Crusader,1774
30000294,11/02/2014 10:49,Luskan Telamon,Capsule,461
30000284,11/02/2014 10:37,Leah Calamity,Punisher,1620
30000322,11/02/2014 10:37,Anomena,Enyo,11381
30000317,11/02/2014 10:02,Tobias Atreides,Mobile Tractor Unit,46434
30000252,11/02/2014 08:31,Yun Kuai,Algos,5392
30000252,11/02/2014 08:30,Jugger Belvar,Navitas,2381
30000252,11/02/2014 08:22,Yun Kuai,Ares,1338
30000261,11/02/2014 06:30,Ikkitousen,Thorax,12919
30000261,11/02/2014 06:29,0zimandius,Omen Navy Issue,8932
30000261,11/02/2014 06:28,Glyndi,Enyo,3937
30000261,11/02/2014 06:28,Eric 72826,Sabre,4210
30000261,11/02/2014 06:11,Korhall Asko,Capsule,439
30000261,11/02/2014 06:11,Korhall Asko,Gila,9655
30000263,11/02/2014 06:05,nicollette,Kestrel,1294
30000290,11/02/2014 05:47,Th3M41l,Kestrel,1517
30000270,11/02/2014 03:11,spoon Nardieu,Caracal,14564
30000231,11/02/2014 02:40,Guillejejeje XDD,Caldari Encounter Surveillance System,250456
30000232,11/02/2014 01:37,Bomboz1TA,Jaguar,4767
30000240,11/02/2014 01:14,Alex Dangerous,Heron,859
30000250,11/02/2014 01:11,Suiop Ormand,Capsule,391
30000250,11/02/2014 01:10,Suiop Ormand,Heron,857
30000250,11/02/2014 00:53,Ereshgikal,Drake,29012
30000209,11/02/2014 00:50,Sugar Kyle,Capsule - Genolution Auroral 197-variant,461
30000209,11/02/2014 00:49,Altaen,Capsule,460
30000269,11/02/2014 00:41,Sugar Kyle,Omen,8526
30000270,11/02/2014 00:40,Altaen,Omen,8524
30000255,10/02/2014 23:47,Alexander Kaan,Capsule,391
30000255,10/02/2014 23:45,Alexander Kaan,Amarr Shuttle,457
30000317,10/02/2014 23:09,SuperJrOBC,Capsule,455
30000317,10/02/2014 23:08,Sam Khaos,Crucifier,1103
30000317,10/02/2014 23:08,Sliver Demon,Scythe Fleet Issue,24351
30000317,10/02/2014 23:06,DonJulian,Imperial Navy Slicer,2300
30000317,10/02/2014 23:04,Providence Kys,Hawk,6205
30000312,10/02/2014 22:50,Mr FreakStarr,Dramiel,2100
30000312,10/02/2014 22:48,TN Gr1mmage,Thrasher,3305
30000264,10/02/2014 22:24,Someoneother,Caracal,12268
30000264,10/02/2014 22:24,Ladieeez,Crow,1492
30000264,10/02/2014 22:23,Jian0001,Caracal,8019
30000261,10/02/2014 22:17,Ame Umida,Hound,2574
30000309,10/02/2014 22:15,Deathrow Uitra,Heron,775
30000317,10/02/2014 21:43,Al Bundz,Hurricane,19845
30000250,10/02/2014 20:16,Heavy Achasse,Capsule,413
30000243,10/02/2014 20:11,FlamingLips,Stiletto,3197
30000243,10/02/2014 20:10,Piekny Aniol,Crow,1329
30000243,10/02/2014 20:09,wodkaz Lilpop,Cerberus,13718
30000243,10/02/2014 20:09,Raging Beaver,Vagabond,27024
30000243,10/02/2014 20:07,PoVar RaZvOd,Tengu,23754
30000250,10/02/2014 19:02,0mura Takamori,Brutix,24518
30000250,10/02/2014 19:01,ToXicPaIN,Hurricane,23955
30000250,10/02/2014 18:59,Johny stakiller,Crow,1676
30000250,10/02/2014 18:59,AdiPromillo,Taranis,1500
30000263,10/02/2014 17:48,Maniacus,Merlin,1602
30000262,10/02/2014 17:44,BOBLEFOUHAHA,Malediction,2732
30000262,10/02/2014 17:44,BOBLEFOUHAHA,Capsule,464
30000253,10/02/2014 17:43,Iculus Graeca,Heron,819
30000262,10/02/2014 17:42,Rusty Kuntzz,Ishtar,67468
30000269,10/02/2014 17:27,Mihail katania,Capsule,413
30000263,10/02/2014 17:20,Inkvizor Erata,Capsule,410
30000250,10/02/2014 17:13,Nigel Gray,Capsule,432
30000250,10/02/2014 17:12,Nigel Gray,Caracal,10638
30000250,10/02/2014 17:05,WurmPriest,Gallente Shuttle,512
30000224,10/02/2014 16:47,Delynn Saphire,Ibis,600
30000244,10/02/2014 16:07,Zargawi Sharvas,Imperial Navy Slicer,2347
30000260,10/02/2014 14:58,psycho-hiyokon,Heron,957
30000252,10/02/2014 13:55,Alex Dangerous,Capsule,407
30000252,10/02/2014 13:54,Alex Dangerous,Moa,5847
30000262,10/02/2014 13:33,WurmPriest,Probe,822
30000262,10/02/2014 13:33,WurmPriest,Capsule,429
30000252,10/02/2014 13:32,Shaden Frost,Capsule,420
30000252,10/02/2014 13:31,Shaden Frost,Heron,1133
30000249,10/02/2014 13:25,Andrei Ikkala,Capsule,439
30000249,10/02/2014 13:24,Andrei Ikkala,Incursus,1870
30000317,10/02/2014 13:16,Ommsen,Tornado,6470
30000252,10/02/2014 12:49,Davvy71,Sabre,7043
30000252,10/02/2014 12:49,Davvy71,Capsule,461
30000252,10/02/2014 12:48,Andrei Ikkala,Atron,1433
30000252,10/02/2014 12:19,GAK Tovand,Magnate,968
30000252,10/02/2014 12:19,GAK Tovand,Capsule,435
30000250,10/02/2014 02:34,ANSCKARY,Thorax,5400
30000321,09/02/2014 23:52,Crash Course,Capsule,465
30000250,09/02/2014 23:06,Bowie Daggart,Capsule,410
30000250,09/02/2014 23:04,Bowie Daggart,Venture,909
30000252,09/02/2014 23:01,AxelFodua,Scythe Fleet Issue,15859
30000252,09/02/2014 22:59,Kaeda Maxwell,Crow,2953
30000294,09/02/2014 22:26,Exsurdo Ereas,Raven,87861
30000236,09/02/2014 22:08,Blank Tanter,Heron,917
30000253,09/02/2014 22:03,Dahak Trust,Capsule,462
30000253,09/02/2014 22:02,Dahak Trust,Wolf,2634
30000216,09/02/2014 21:53,Felicia Latan,Breacher,4522
30000313,09/02/2014 21:49,Ren Mileghere,Capsule,410
30000313,09/02/2014 21:47,Ren Mileghere,Imicus,963
30000263,09/02/2014 21:43,Nihra Helia,Prorator,4671
30000232,09/02/2014 21:39,Bomboz1TA,Mobile Tractor Unit,44613
30000252,09/02/2014 21:34,Violete Diamond,Capsule,442
30000252,09/02/2014 21:33,Violete Diamond,Atron,1345
30000284,09/02/2014 21:19,Y Agassi,Capsule,402
30000284,09/02/2014 21:18,Y Agassi,Heron,753
30000262,09/02/2014 21:17,Bessos Toholl,Taranis,1543
30000262,09/02/2014 21:17,Xander Phoena,Ishtar,56638
30000321,09/02/2014 21:08,Pandora Sigma,Capsule,452
30000250,09/02/2014 21:06,Xevius Nardieu,Capsule,399
30000321,09/02/2014 21:05,Pandora Sigma,Helios,1634
30000232,09/02/2014 21:04,Mishel444 Che,Capsule,439
30000232,09/02/2014 21:03,Mishel444 Che,Heron,958
30000308,09/02/2014 20:50,Venjeker,Capsule,427
30000308,09/02/2014 20:49,Venjeker,Prowler,4369
30000323,09/02/2014 20:42,Gauge Rise,Drake,24433
30000323,09/02/2014 20:42,Gauge Rise,Capsule - Genolution Auroral 197-variant,474
30000269,09/02/2014 20:24,Urzula Waulfebane,Vexor,10757
30000272,09/02/2014 20:20,Pabllo,Malediction,1451
30000317,09/02/2014 20:17,Ommsen,Mobile Tractor Unit,49634
30000250,09/02/2014 19:52,Minuma,Hurricane,24716
30000288,09/02/2014 19:44,Nigel Gray,Capsule,432
30000288,09/02/2014 19:42,Nigel Gray,Caracal,11646
30000263,09/02/2014 19:40,Leonado,Capsule,458
30000263,09/02/2014 19:39,ANSCKARY,Capsule,451
30000263,09/02/2014 19:38,Leonado,Blackbird,4968
30000263,09/02/2014 19:38,ANSCKARY,Velator,565
30000250,09/02/2014 19:27,Gerald Alland,Capsule,410
30000322,09/02/2014 19:26,concretechiken,Vagabond,9926
30000250,09/02/2014 19:26,Gerald Alland,Probe,1141
30000322,09/02/2014 19:24,Merc HakunaMatata,Manticore,1216
30000250,09/02/2014 18:54,Lane Oriki,Sukuuvestaa Heron,799
30000250,09/02/2014 18:54,Lane Oriki,Capsule,402
30000315,09/02/2014 18:46,Unknown Nickname,Taranis,1494
30000270,09/02/2014 18:36,merlin ranger,Crusader,2262
30000270,09/02/2014 18:35,Chad Moody,Crow,1441
30000268,09/02/2014 18:33,Tri1ogy Bum,Sabre,2637
30000268,09/02/2014 18:33,Tri1ogy Bum,Capsule,461
30000269,09/02/2014 18:31,Sobic,Malediction,2625
30000250,09/02/2014 18:27,Davvy71,Gila,24363
30000250,09/02/2014 18:26,Ola Wonga,Blackbird,11020
30000250,09/02/2014 18:26,Kiernan Shipka,Falcon,9234
30000250,09/02/2014 18:19,Eo Kay,Capsule,411
30000250,09/02/2014 18:18,Eo Kay,Heron,894
30000272,09/02/2014 18:17,Mommys Sunny,Mobile Depot,11083
30000272,09/02/2014 18:07,Mommys Sunny,Tengu,15915
30000250,09/02/2014 18:05,Y Agassi,Capsule,402
30000250,09/02/2014 18:03,Y Agassi,Heron,863
30000238,09/02/2014 17:59,Alex Dangerous,Capsule,407
30000238,09/02/2014 17:58,Alex Dangerous,Heron,862
30000288,09/02/2014 17:49,G Genetic,Velator,1388
30000284,09/02/2014 17:14,Minzy Shaishi,Capsule,438
30000212,09/02/2014 17:11,1W3GHXQZ,Capsule,461
30000308,09/02/2014 15:36,ShyIock,Capsule,462
30000308,09/02/2014 15:34,ShyIock,Anathema,1684
30000250,09/02/2014 13:05,Veronica Nalelmir,Thrasher,5661
30000250,09/02/2014 13:04,Guillejejeje XDD,Hawk,5962
30000213,09/02/2014 12:53,Silvia Aivoras,Ibis,556
30000250,09/02/2014 12:51,Maxim Romanovskij,Capsule,384
30000308,09/02/2014 12:51,Ronan Astrum,Charon,165762
30000250,09/02/2014 12:49,Maxim Romanovskij,Merlin,1671
30000250,09/02/2014 12:45,Ola Wonga,Blackbird,10860
30000250,09/02/2014 12:45,MinionA13X,Vagabond,15987
30000304,09/02/2014 12:43,Ean jakeigger KeiggerClan,Tengu,10990
30000304,09/02/2014 12:43,Miss Devious,Machariel,100331
30000318,09/02/2014 12:37,Frixiooon,Federation Navy Comet,3818
30000250,09/02/2014 12:00,N7ro Valerian,Caldari Navy Hookbill,3798
30000229,09/02/2014 10:43,Evo Oramara,Heron,983
30000263,09/02/2014 09:32,Nigel Gray,Heron,939
30000263,09/02/2014 09:32,Nigel Gray,Capsule,432
30000279,09/02/2014 08:23,Preatorian Angel,Tengu,22973
30000250,09/02/2014 08:12,IX Apocalypse,Capsule,391
30000250,09/02/2014 08:11,IX Apocalypse,Rifter,2019
30000250,09/02/2014 08:09,Tiger Havoc,Merlin,1807
30000250,09/02/2014 08:09,Tiger Havoc,Capsule,405
30000250,09/02/2014 07:29,Eo Kay,Capsule,413
30000250,09/02/2014 07:28,Eo Kay,Heron,911
30000254,09/02/2014 06:52,Banaconda Kashada,Capsule,391
30000254,09/02/2014 06:51,Banaconda Kashada,Heron,835
30000250,09/02/2014 06:03,Robinton Jax,Vexor Navy Issue,20834
30000317,09/02/2014 05:57,Scarr Scarrdronis,Capsule,432
30000250,09/02/2014 05:57,TamerlaN N,Capsule,432
30000250,09/02/2014 05:55,TamerlaN N,Heron,938
30000250,09/02/2014 05:53,Takla sanage,Capsule,458
30000250,09/02/2014 05:50,Takla sanage,Viator,5273
30000250,09/02/2014 05:01,Kohaku San,Capsule,417
30000250,09/02/2014 05:00,Kohaku San,Bantam,2233
30000250,09/02/2014 03:45,ilusha Haginen,Tengu,43970
30000304,09/02/2014 03:03,phatjoe,Ishtar,16762
30000304,09/02/2014 03:03,phatjoe,Capsule,460
30000250,09/02/2014 01:36,Buff Oksaras,Vagabond,11656
30000317,09/02/2014 01:22,bladisuelz,Capsule,489
30000317,09/02/2014 01:21,Elara Bryg,Crow,1525
30000317,09/02/2014 01:20,bladisuelz,Talos,17647
30000232,09/02/2014 00:34,TheRustling,Capsule,435
30000232,09/02/2014 00:30,Kuzeen Boloskarl,Tengu,92089
30000250,08/02/2014 23:48,Sudo Genk,Capsule,399
30000250,08/02/2014 23:42,Proust Kor,Capsule,410
30000250,08/02/2014 23:41,Proust Kor,Thrasher,4520
30000250,08/02/2014 23:40,Phoenix Torp,Catalyst,3766
30000250,08/02/2014 23:40,Ferk Jenkins,Heretic,3064
30000250,08/02/2014 23:40,Sudo Genk,Cormorant,3363
30000250,08/02/2014 23:39,Mikel deEuskadi,Catalyst,3141
30000250,08/02/2014 23:35,Maniacus,Stabber Fleet Issue,12837
30000247,08/02/2014 23:23,Kaldenines,Crow,2502
30000247,08/02/2014 23:23,DraYcOFyRe,Crow,2147
30000247,08/02/2014 23:23,oUTSKIRTs,Crow,1777
30000247,08/02/2014 23:23,Sarcurnay,Crow,1472
30000250,08/02/2014 23:07,Daedelus Liu,Velator,678
30000241,08/02/2014 22:44,Kud Binchiette,Capsule,384
30000299,08/02/2014 21:57,Romulus Janus,Phobos,16159
30000299,08/02/2014 21:57,Lanister VonBorune,Hound,1101
30000299,08/02/2014 21:56,Dynewind Aylet,Vexor,6634
30000299,08/02/2014 21:56,MalVarian DoAna,Myrmidon,16159
30000250,08/02/2014 21:12,Buff Oksaras,Scythe Fleet Issue,14452
30000250,08/02/2014 21:09,BarnabyJones88,Caracal,10540
30000284,08/02/2014 21:07,Jaime Lauren,Capsule,461
30000284,08/02/2014 21:06,Jaime Lauren,Thrasher,3956
30000285,08/02/2014 21:04,Roma Oskolkov,Astero,1254
30000261,08/02/2014 20:58,Minzy Shaishi,Capsule,438
30000219,08/02/2014 20:57,Neiwule,Ishtar,266325
30000261,08/02/2014 20:56,Minzy Shaishi,Caracal,5234
30000250,08/02/2014 20:32,Ktorn Sinus,Capsule,460
30000250,08/02/2014 20:30,Ktorn Sinus,Jaguar,3615
30000266,08/02/2014 20:13,TamerlaN N,Heron,941
30000302,08/02/2014 19:45,Josh Chanlin,Capsule,596
30000302,08/02/2014 19:43,Josh Chanlin,Dominix,45210
30000252,08/02/2014 18:54,Mihail katania,Capsule,411
30000252,08/02/2014 18:52,Mihail katania,Heron,898
30000288,08/02/2014 18:31,Bruxoi,Capsule,369
30000288,08/02/2014 18:30,Bruxoi,Reaper,475
30000314,08/02/2014 18:27,bess1 bess,Capsule,398
30000314,08/02/2014 18:26,bess1 bess,Sukuuvestaa Heron,805
30000300,08/02/2014 18:10,xDunkleSeelex Padecain,Hulk,8327
30000300,08/02/2014 18:10,xDunkleSeelex Padecain,Capsule,437
30000300,08/02/2014 18:10,Gotulol Aulmais,Hulk,7708
30000300,08/02/2014 18:10,Gotulol Aulmais,Capsule,437
30000250,08/02/2014 17:52,sandan321,Vagabond,18898
30000250,08/02/2014 17:49,sHanQ Myteia,Enyo,3194
30000313,08/02/2014 17:48,Kud Kuda,Imicus,881
30000250,08/02/2014 17:37,Bannsdale,Capsule,445
30000250,08/02/2014 17:37,Bannsdale,Anathema,1534
30000250,08/02/2014 17:37,Fabian Valani,Capsule,395
30000250,08/02/2014 17:36,Fabian Valani,Velator,585
30000252,08/02/2014 17:32,Rashir Tomashev,Capsule,407
30000252,08/02/2014 17:32,Rashir Tomashev,Astero,1907
30000250,08/02/2014 17:14,Yngvarr Khshayarsha,Capsule,460
30000250,08/02/2014 17:13,Yngvarr Khshayarsha,Caracal,12505
30000250,08/02/2014 17:09,Sir Meephunter,Capsule,426
30000250,08/02/2014 17:08,Sir Meephunter,Drake,15115
30000250,08/02/2014 16:38,Cain Villanus,Capsule,408
30000250,08/02/2014 16:37,Cain Villanus,Probe,859
30000320,08/02/2014 16:37,Sliver Demon,Scimitar,10529
30000320,08/02/2014 16:36,XbereklefouX,Ishtar,19850
30000291,08/02/2014 16:34,Kaine Jr,Tengu,30195
30000250,08/02/2014 16:30,Ksardos Nekrom,Capsule,398
30000250,08/02/2014 16:29,Ksardos Nekrom,Heron,807
30000252,08/02/2014 15:55,Yun Kuai,Keres,1927
30000250,08/02/2014 15:40,Darth Bladius,Capsule,420
30000250,08/02/2014 15:39,Darth Bladius,Merlin,3236
30000250,08/02/2014 15:35,Liroi Evergleen,Caldari Shuttle,471
30000250,08/02/2014 15:32,Hayashida Shinjiro,Capsule,422
30000250,08/02/2014 15:32,Hayashida Shinjiro,Vigil,1374
30000250,08/02/2014 15:16,Omichka Chan,Condor,1050
30000250,08/02/2014 14:45,Catherine Kestrel,Deimos,25175
30000240,08/02/2014 14:43,Steman Lennelluc,Capsule,407
30000240,08/02/2014 14:41,Steman Lennelluc,Imicus,955
30000268,08/02/2014 14:23,Euglenul Roz,Ishtar,47277
30000288,08/02/2014 13:41,Honen,Cyclone,22041
30000250,08/02/2014 13:32,Eref Ataru,Epithal,2504
30000308,08/02/2014 13:11,LordShazbot,Vexor Navy Issue,20811
30000316,08/02/2014 10:19,EVGENIJ PETROV,Mobile Depot,11096
30000317,08/02/2014 09:51,Alex Quintane,Mobile Depot,11433
30000284,08/02/2014 09:04,Deslomator,Capsule,410
30000259,08/02/2014 09:03,Djean Carnova,Ibis,618
30000321,08/02/2014 08:23,Sliver Demon,Sacrilege,11160
30000321,08/02/2014 08:23,Thorzine,Vexor Navy Issue,25565
30000321,08/02/2014 08:22,Crash Course,Loki,19994
30000321,08/02/2014 08:18,Crash Course,Tempest Fleet Issue,65938
30000284,08/02/2014 08:14,Zhaed,Capsule,407
30000284,08/02/2014 08:14,BuyWonderBread,Capsule,453
30000284,08/02/2014 08:14,Crimson Draufgange,Capsule,421
30000284,08/02/2014 08:13,Taskini,Capsule,445
30000284,08/02/2014 08:13,Crimson Draufgange,Rifter,1355
30000284,08/02/2014 08:13,Zhaed,Venture,1351
30000284,08/02/2014 08:12,Deathzone Maken,Blackbird,3041
30000286,08/02/2014 08:10,Maledictis Confutatis,Thrasher,2913
30000284,08/02/2014 08:10,Quantum Sirober,Capsule,391
30000284,08/02/2014 08:09,Quantum Sirober,Hoarder,2761
30000286,08/02/2014 08:09,Taskini,Talwar,4061
30000323,08/02/2014 08:08,BuyWonderBread,Thrasher,4941
30000235,08/02/2014 08:04,Kor Rok,Buzzard,1207
30000250,08/02/2014 08:04,Noteli Adoudel,Capsule,435
30000250,08/02/2014 08:02,Noteli Adoudel,Slasher,2007
30000322,08/02/2014 07:59,Liquid Lace,Stabber,9159
30000324,08/02/2014 07:59,Cyclo Hexanol,Thrasher,2876
30000322,08/02/2014 07:58,Drebin Mazor,Slasher,1679
30000322,08/02/2014 07:56,Inhalation ironfist,Thrasher,4640
30000323,08/02/2014 07:54,Bubonj Chent-Shi,Rifter,2251
30000322,08/02/2014 07:52,RothMeer IronHeart,Capsule,429
30000322,08/02/2014 07:51,RothMeer IronHeart,Rifter,1383
30000322,08/02/2014 07:49,Sliver Demon,Augoror,11311
30000322,08/02/2014 07:48,Sai57,Sabre,2365
30000322,08/02/2014 07:48,Sai57,Capsule,459
30000250,08/02/2014 04:05,Kaizer Thellere,Capsule,423
30000250,08/02/2014 04:04,Kaizer Thellere,Astero,1960
30000298,08/02/2014 03:47,Bibi Bloxxberg,Capsule,434
30000229,08/02/2014 03:47,Blind Spew,Ishtar,23614
30000298,08/02/2014 03:46,Bibi Bloxxberg,Tengu,12329
30000230,08/02/2014 03:46,tomy flowers,Ishtar,21033
30000230,08/02/2014 03:44,slim cognito,Ishtar,18348
30000286,08/02/2014 03:25,Alham Ruslan,Mobile Depot,12302
30000286,08/02/2014 03:23,Viwa Chose,Mobile Depot,12212
30000286,08/02/2014 03:21,Viwa Chose,Mobile Depot,13492
30000318,08/02/2014 02:46,Olatta Cynos,Velator,576
30000299,08/02/2014 00:53,hutmarc ver,Capsule,384
30000299,08/02/2014 00:52,hutmarc ver,Bestower,1582
30000265,08/02/2014 00:21,Eztli Mitzli,Epithal,1714
30000304,08/02/2014 00:11,Varren Helios,Anathema,1391
30000304,08/02/2014 00:11,Varren Helios,Capsule,439
30000250,08/02/2014 00:02,treges,Capsule,458
30000250,08/02/2014 00:02,Fire Elf,Capsule,522
30000250,08/02/2014 00:02,Hindeloop TurakIII,Capsule,458
30000250,08/02/2014 00:00,Wido San,Rupture,13526
30000250,08/02/2014 00:00,Hindeloop TurakIII,Rupture,13534
30000284,07/02/2014 23:59,Sikes Crowell,Ibis,579
30000250,07/02/2014 23:59,Capri Sun KraftFoods,Capsule,454
30000250,07/02/2014 23:59,treges,Rupture,15603
30000247,07/02/2014 23:58,Amiga Moja,Scythe Fleet Issue,10459
30000247,07/02/2014 23:57,L0RD V4D3R,Stiletto,1412
30000250,07/02/2014 23:56,Excesse,Rupture,11394
30000250,07/02/2014 23:55,Turfrider,Rupture,13077
30000250,07/02/2014 23:55,Jack Paladin,Rupture,13757
30000250,07/02/2014 23:55,Tharman01,Rupture,16393
30000250,07/02/2014 23:54,Xaram Coldhand,Rupture,12381
30000250,07/02/2014 23:53,Aerallo,Rupture,12245
30000250,07/02/2014 23:53,Roberto oppenheimer,Rupture,13599
30000250,07/02/2014 23:52,Fire Elf,Rupture,17673
30000250,07/02/2014 23:52,Capri Sun KraftFoods,Scythe,9606
30000225,07/02/2014 23:34,Zero Shazih,Capsule,454
30000225,07/02/2014 23:30,Zero Shazih,Thorax,6279
30000211,07/02/2014 22:48,iMcZerg Apol,Capsule,451
30000211,07/02/2014 22:47,iMcZerg Apol,Vherokior Probe,1016
30000250,07/02/2014 22:09,Ivan DeLeon,Capsule,402
30000250,07/02/2014 22:08,Ivan DeLeon,Heron,862
30000250,07/02/2014 22:04,Masfet don,Ibis,542
30000250,07/02/2014 22:04,Masfet don,Capsule,402
30000265,07/02/2014 20:59,general me,Ishtar,11100
30000210,07/02/2014 20:50,Sinys iKas,Magnate,926
30000222,07/02/2014 20:45,Sharon Julia Everhart,Epithal,4187
30000222,07/02/2014 20:45,Sharon Julia Everhart,Capsule,445
30000224,07/02/2014 20:36,John Spegal1,Raven,23973
30000224,07/02/2014 20:36,John Spegal1,Capsule,431
30000284,07/02/2014 20:22,Minzy Shaishi,Capsule,438
30000284,07/02/2014 20:21,Minzy Shaishi,Minmatar Shuttle,861
30000284,07/02/2014 20:09,Nerochi,Hurricane,26384
30000284,07/02/2014 20:08,Merc HakunaMatata,Vindicator,47749
30000284,07/02/2014 20:08,MissyMiner,Drake,17514
30000255,07/02/2014 20:06,Lok Oracion,Heron,955
30000255,07/02/2014 20:06,Lok Oracion,Capsule,418
30000224,07/02/2014 19:52,SlimX Victor,Mackinaw,8696
30000252,07/02/2014 19:46,Leo Rino,Heron,986
30000228,07/02/2014 19:27,Infiniium Isu,Capsule,416
30000228,07/02/2014 19:25,Infiniium Isu,Heron,890
30000284,07/02/2014 19:02,Airia Linn,Jaguar,15207
30000284,07/02/2014 19:01,Merc HakunaMatata,Harpy,2846
30000284,07/02/2014 19:01,SuperJrOBC,Nemesis,1202
30000322,07/02/2014 17:41,Fox The-One,Capsule,384
30000322,07/02/2014 17:40,Fox The-One,Imicus,904
30000224,07/02/2014 17:25,SlimX Victor,Scorpion Navy Issue,68651
30000254,07/02/2014 16:07,REVOLTED ZADROTOV,Heron,945
30000254,07/02/2014 16:07,REVOLTED ZADROTOV,Capsule,427
30000252,07/02/2014 16:01,Marshall Mark,Capsule,442
30000252,07/02/2014 15:59,Marshall Mark,Heron,979
30000257,07/02/2014 15:43,Sniped Hakomairos,Capsule,407
30000257,07/02/2014 15:41,Sniped Hakomairos,Heron,632
30000302,07/02/2014 14:17,Minatron,Dominix,70526
30000302,07/02/2014 14:16,nikvic,Tengu,22094
30000302,07/02/2014 14:16,Mei Myrit,Brutix,26150
30000302,07/02/2014 14:16,ANSCKARY,Taranis,1515
30000250,07/02/2014 14:05,Akanta Stb,Heron,957
30000233,07/02/2014 13:35,Leeeroy Jeeeenkins,Capsule,384
30000233,07/02/2014 13:33,Leeeroy Jeeeenkins,Reaper,490
30000232,07/02/2014 13:01,Leeeroy Jeeeenkins,Capsule,386
30000252,07/02/2014 12:34,Kreonis,Capsule,458
30000284,07/02/2014 10:47,Freja Delanti,Capsule,453
30000308,07/02/2014 08:09,Lokast D,Heron,1147
30000252,07/02/2014 07:44,Aleksandr Adama,Myrmidon,51069
30000252,07/02/2014 07:44,Aleksandr Adama,Capsule,458
30000285,07/02/2014 06:44,Audit Log Container,Capsule,384
30000285,07/02/2014 06:42,Audit Log Container,Amarr Shuttle,447
30000265,07/02/2014 06:25,Thyren Legion,Capsule,448
30000265,07/02/2014 06:24,Thyren Legion,Epithal,2744
30000250,07/02/2014 05:22,TamerlaN N,Heron,938
30000250,07/02/2014 05:20,Aslan Dagiev,Capsule,392
30000250,07/02/2014 05:17,Aslan Dagiev,Bantam,1118
30000252,07/02/2014 05:05,Alex Dangerous,Capsule,407
30000252,07/02/2014 05:04,Alex Dangerous,Heron,861
30000215,07/02/2014 04:17,Ronen Marin,Capsule,460
30000215,07/02/2014 04:16,Ronen Marin,Epithal,3234
30000260,07/02/2014 03:21,stochasm Echerie,Magnate,965
30000222,06/02/2014 22:55,Ren Mileghere,Capsule,0
30000220,06/02/2014 22:55,Warpto Zeh Doubblejuu,Ibis,499
30000220,06/02/2014 22:55,Warpto Zeh Doubblejuu,Ibis,499
30000220,06/02/2014 22:54,Warpto Zeh Doubblejuu,Ibis,499
30000222,06/02/2014 22:49,Ren Mileghere,Imicus,968
30000250,06/02/2014 22:32,Chastity Wisdom,Capsule,433
30000250,06/02/2014 22:31,Chastity Wisdom,Ibis,573
30000250,06/02/2014 22:12,Mihail katania,Capsule,418
30000250,06/02/2014 22:11,Mihail katania,Ibis,559
30000252,06/02/2014 21:59,Sangga Hita,Capsule,391
30000252,06/02/2014 21:57,Sangga Hita,Magnate,878
30000266,06/02/2014 21:43,Kilgore Headbuster,Imicus,1029
30000266,06/02/2014 21:43,Kilgore Headbuster,Capsule,445
30000242,06/02/2014 21:29,Sniped Hakomairos,Capsule,407
30000242,06/02/2014 21:28,Sniped Hakomairos,Heron,980
30000284,06/02/2014 21:22,Nerochi,Slasher,1077
30000238,06/02/2014 21:16,Blank Tanter,Capsule,416
30000238,06/02/2014 21:10,Blank Tanter,Heron,795
30000252,06/02/2014 21:05,Rafal Sky Orti,Buzzard,1361
30000252,06/02/2014 21:05,Rafal Sky Orti,Capsule,445
30000261,06/02/2014 20:46,Paolo BraBra,Claw,1427
30000261,06/02/2014 20:45,Dahak Trust,Wolf,3056
30000321,06/02/2014 20:42,AndrewZ Inv,Cyclone,13915
30000279,06/02/2014 20:23,wibble ipera,Crow,2625
30000279,06/02/2014 20:23,wibble ipera,Capsule,487
30000279,06/02/2014 20:23,Xavya Keleshte,Prophecy,28246
30000284,06/02/2014 20:15,Troilem,Ishtar,11151
30000284,06/02/2014 19:59,FireKiss,Capsule,453
