KillID,AName,AShip,AWeapom,ASecurity,ADamage
36655363,Jessica Boirelle,Imperial Navy Slicer,Warp Disruptor II,-1.4,0
36655363,Xalk Honor,Caldari Navy Hookbill,Warp Disruptor II,-1.7,0
36655363,Zargawi Sharvas,Imperial Navy Slicer,Warp Disruptor II,-1.1,0
36655363,531294,Stiletto,Shadow Serpentis Warp Disruptor,-0.7,0
36655363,Root Maken,Kestrel,'Arbalest' Rocket Launcher I,2.2,0
36655363,Svyatoslav Roerich,Kestrel,Rocket Launcher II,1.6,0
36655363,Tin Lime,Ares,Modal Light Neutron Particle Accelerator I,2.7,0
36655352,Davvy71,Sabre,200mm AutoCannon II,-0.9934658,190
36655352,sHanQ Myteia,Astero,Warrior II,2.3,230
36655343,sHanQ Myteia,Astero,Warrior II,2.314222,588
36655343,Bomboz1TA,Buzzard,Mjolnir Rage Rocket,4.1,273
36655343,Davvy71,Sabre,Sabre,-1,272
36655343,Horrorzombie,Talos,Hornet EC-300,5,0
36655250,Davvy71,Sabre,200mm AutoCannon II,-0.9934658,439
36655248,Horrorzombie,Talos,Neutron Blaster Cannon II,5.014012,1323
36655248,Davvy71,Sabre,Sabre,-1,547
36655135,Nicotinelle,Purifier,Mjolnir Javelin Torpedo,-0.651311,2603
36655135,Xalk Honor,Caldari Navy Hookbill,Caldari Navy Scourge Light Missile,-1.8,1029
36655135,,Scourge Heavy Missile,#System,0,877
36655135,Smertyukovitch,Manticore,Caldari Navy Scourge Torpedo,2.3,763
36655135,Zargawi Sharvas,Imperial Navy Slicer,Imperial Navy Slicer,-1.1,501
36655135,Jessica Boirelle,Imperial Navy Slicer,Imperial Navy Slicer,-1.5,418
36655135,Tin Lime,Ares,Ares,2.7,162
36655135,Line Brinalle,Incursus,Incursus,1.5,59
36655135,Mich Terran,Imperial Navy Slicer,Imperial Navy Slicer,5,58
36655135,Svyatoslav Roerich,Kestrel,Rocket Launcher II,1.6,0
36655135,DEMIST,Kitsune,Enfeebling Phase Inversion ECM I,-2.6,0
36655135,Neboskreb,Kitsune,'Hypnos' Ion Field ECM I,4.5,0
36655135,Root Maken,Kestrel,'Arbalest' Rocket Launcher I,2.2,0
36655135,Azazeloo,Sabre,200mm AutoCannon II,0.7,0
36655135,531294,Stiletto,Dread Guristas Warp Scrambler,-0.7,0
36654756,Jugger Belvar,Atron,Light Neutron Blaster II,2.461667,6358
36654756,Andrei Ikkala,Capsule,X5 Prototype Engine Enervator,4.2,685
36654760,Jugger Belvar,Atron,Light Neutron Blaster II,2.461667,461
36654741,Davvy71,Sabre,125mm Gatling AutoCannon II,-0.9934658,1433
36654416,Horrorzombie,Sabre,200mm AutoCannon II,5.014012,968
36654416,Davvy71,Sabre,125mm Gatling AutoCannon II,-1,0
36654418,Horrorzombie,Sabre,200mm AutoCannon II,5.014012,435
36654418,Davvy71,Sabre,125mm Gatling AutoCannon II,-1,0
36646057,Termour,Broadsword,Broadsword,-1.510834,791
36646057,,Scourge Heavy Missile,#System,0,4609
36642273,Decoy Man,Crow,Scourge Light Missile,4.78089,465
36640929,prettyboyfloyde,Ishtar,Warrior II,-8.399694,410
36640929,renecito,Zealot,Warp Disruptor II,-10,0
36640929,Robinton Jax,Ishtar,Dread Guristas Warp Disruptor,-9.7,0
36640832,renecito,Zealot,Focused Medium Pulse Laser II,-9.971935,658
36640832,,Guristas Exterminator,#System,0,251
36640832,Ola Wonga,Astero,Warp Disruptor II,-2.4,0
36640747,renecito,Zealot,Focused Medium Pulse Laser II,-9.971935,3703
36640747,Diziet Thomas,Ishtar,Curator II,-9.8,3964
36640747,Sugar Kyle,Claw,Claw,-9.5,2720
36640747,prettyboyfloyde,Ishtar,Warrior II,-8.4,2582
36640747,Robinton Jax,Ishtar,Curator II,-9.7,1471
36640747,roigon,Malediction,Warp Disruptor II,-7.7,1137
36640747,Kaeda Maxwell,Capsule - Genolution 'Auroral' 197-variant,Upgraded 'Malkuth' Light Missile Launcher,-3.2,282
36640710,AxelFodua,Scythe Fleet Issue,Warrior II,-2.115461,2953
36640710,renecito,Zealot,Focused Medium Pulse Laser II,-10,0
36639595,cheti barbarossa,Redeemer,Mega Pulse Laser II,5.00262,9378
36639595,,Scourge Torpedo,#System,0,64883
36639595,Kthor,Panther,Panther,5,6761
36639595,Pthor,Sin,Sin,3.4,3561
36639595,Smuts Mcnasty,Sin,Sin,0.8,3278
36639595,lt blacklotus,Nemesis,X5 Prototype Engine Enervator,5,0
36639068,Bomboz1TA,Buzzard,Mjolnir Rage Rocket,4.00847,917
36638892,Zephla Muu,Crow,Caldari Navy Scourge Light Missile,2.276449,462
36638892,puttrik1,Scimitar,125mm Gatling AutoCannon II,2.9,0
36638892,Crafter,Raptor,Light Neutron Blaster II,4.6,0
36638838,Sethony,Vagabond,220mm Vulcan AutoCannon II,-0.4348767,1902
36638838,Crafter,Raptor,Raptor,4.6,438
36638838,Zephla Muu,Crow,Warp Disruptor II,2.3,294
36638838,puttrik1,Scimitar,125mm Gatling AutoCannon II,2.9,0
36638548,Dahak Trust,Wolf,150mm Light AutoCannon II,5.006494,216
36638548,lUCY lINN,Malediction,Caldari Navy Mjolnir Light Missile,-4.2,1608
36638548,Hilara Who,Malediction,Caldari Navy Mjolnir Light Missile,5,873
36638548,Paolo BraBra,Claw,Claw,5,736
36638548,Gilles Sanssoucy,Malediction,Caldari Navy Scourge Light Missile,5,680
36638548,MAD goldenia,Malediction,Caldari Navy Mjolnir Light Missile,0.8,409
36638548,Buzz Dura,Crow,Warp Disruptor II,5,0
36638396,Decoy Man,#System,Scourge Light Missile,4.773573,410
36638334,Jkeeper,Vagabond,Dual 180mm AutoCannon II,5.008214,635
36638334,Decoy Man,Crow,Scourge Light Missile,4.8,328
36638143,Kira Babe,Sentinel,Hobgoblin II,2.387443,826
36638143,Turob Eldest,Heretic,Caldari Navy Mjolnir Light Missile,4.9,1163
36638143,magarethe,Jaguar,Jaguar,2.9,929
36638143,mardatias,Malediction,Caldari Navy Mjolnir Light Missile,3.8,812
36638143,Decibel90,Jaguar,Jaguar,5,744
36638143,Imifi,Crow,Scourge Light Missile,-0.4,197
36638020,Dahak Trust,Wolf,150mm Light AutoCannon II,5.006494,19500
36638020,BOBLEFOUHAHA,Malediction,Mjolnir Fury Light Missile,4.8,12441
36638020,Paolo BraBra,Claw,Claw,5,6967
36638020,Buzz Dura,Crow,Mjolnir Fury Light Missile,5,4228
36638020,Hilara Who,Malediction,Caldari Navy Mjolnir Light Missile,5,1477
36638020,MAD goldenia,Malediction,Caldari Navy Mjolnir Light Missile,0.8,0
36638020,Gilles Sanssoucy,Malediction,Prototype 'Arbalest' Light Missile Launcher,5,0
36637828,Davvy71,Sabre,125mm Gatling AutoCannon II,-0.9934658,442
36637820,Davvy71,Sabre,125mm Gatling AutoCannon II,-0.9934658,1345
36637279,Wurby Hadah,Ishtar,Garde II,-0.8239312,402
36637279,Kricky,Moa,Warp Scrambler II,-1.5,0
36637233,Wurby Hadah,Ishtar,Garde II,-0.8239312,400
36637233,Kricky,Moa,Warrior II,-1.5,353
36637233,Anomena,Moa,Heavy Ion Blaster II,-1.8,0
36637204,Xander Phoena,Ishtar,Caldari Navy Wasp,2.264203,1543
36637210,BOBLEFOUHAHA,Malediction,Mjolnir Fury Light Missile,4.783319,5981
36637210,,Scourge Torpedo,#System,0,42311
36637210,Paolo BraBra,Claw,Claw,5,2053
36637210,MAD goldenia,Malediction,Caldari Navy Mjolnir Light Missile,0.8,1863
36637210,Dahak Trust,Wolf,Wolf,5,1665
36637210,Hilara Who,Malediction,Caldari Navy Mjolnir Light Missile,5,1662
36637210,Bessos Toholl,Capsule,Hobgoblin II,5,581
36637210,lUCY lINN,Malediction,Caldari Navy Mjolnir Light Missile,-4.2,343
36637210,Gilles Sanssoucy,Malediction,Caldari Navy Scourge Light Missile,5,179
36636855,Decoy Man,#System,Scourge Light Missile,4.773573,452
36636855,TN Gr1mmage,#System,Medium Energy Neutralizer II,1.9,0
36636776,Skincut Ralata,Deimos,Heavy Ion Blaster II,-1.97784,399
36636740,Decoy Man,Crow,Scourge Light Missile,4.773573,1272
36636740,TN Gr1mmage,Hurricane,425mm AutoCannon I,1.9,362
36636681,Bomboz1TA,Crow,Scourge Fury Light Missile,3.983235,439
36636681,Silma Endashi,Crow,Faint Warp Disruptor I,2.2,0
36636665,Bomboz1TA,Crow,Scourge Fury Light Missile,3.983235,958
36636665,Silma Endashi,Crow,Faint Warp Disruptor I,2.2,0
36636130,magarethe,Jaguar,150mm Light AutoCannon II,2.937762,259
36636130,mardatias,Malediction,Caldari Navy Mjolnir Light Missile,3.8,168
36636130,Decibel90,Jaguar,J5b Phased Prototype Warp Scrambler I,5,0
36636130,Turob Eldest,Heretic,J5b Phased Prototype Warp Scrambler I,4.9,0
36636130,Kira Babe,Sentinel,Small Unstable Power Fluctuator I,2.4,0
36636130,Imifi,Crow,Faint Epsilon Warp Scrambler I,-0.4,0
36636071,mardatias,Malediction,Caldari Navy Mjolnir Light Missile,3.761103,928
36636071,Decibel90,Jaguar,Jaguar,5,1072
36636071,Kira Babe,Sentinel,Hobgoblin II,2.4,925
36636071,Imifi,Crow,Scourge Light Missile,-0.4,591
36636071,Turob Eldest,Heretic,Caldari Navy Mjolnir Light Missile,4.9,573
36636071,magarethe,Jaguar,Jaguar,2.9,280
36635757,Kira Babe,Sentinel,Hobgoblin II,2.387443,3712
36635757,magarethe,Jaguar,Jaguar,2.9,6396
36635757,Decibel90,Jaguar,Small Unstable Power Fluctuator I,5,5455
36635757,Turob Eldest,Heretic,Caldari Navy Mjolnir Light Missile,4.9,3650
36635757,mardatias,Malediction,Caldari Navy Mjolnir Light Missile,3.8,3420
36635757,Imifi,Crow,Scourge Light Missile,-0.4,1800
36635768,Imifi,Crow,Scourge Light Missile,-0.4005568,220
36635768,Turob Eldest,Heretic,Caldari Navy Mjolnir Light Missile,4.9,254
36635768,mardatias,Malediction,Prototype 'Arbalest' Light Missile Launcher,3.8,0
36635768,Decibel90,Jaguar,150mm Light AutoCannon II,5,0
36635768,Kira Babe,Sentinel,Small Unstable Power Fluctuator I,2.4,0
36635768,magarethe,Jaguar,150mm Light AutoCannon II,2.9,0
36635016,Decimos Latier,Ishtar,Curator II,5.002765,2399
36635016,Ptysiu,Deimos,Deimos,-1.1,3151
36635016,Niewidka,Ishtar,Curator II,-1.4,2664
36635016,dapman,Crow,Caldari Navy Scourge Light Missile,3,1107
36635016,Turbo Tesla,Malediction,Caldari Navy Inferno Light Missile,0.1,834
36635016,Dheedee,Deimos,Deimos,5,602
36635016,Blondi Smart,Slasher,Warp Disruptor II,0,0
36634831,Vitank2 Waulfebane,Vexor,Warrior II,5.006408,488
36634831,Vitank3 Waulfebane,Vexor,Warrior II,5,352
36634831,Vitank4 Waulfebane,Vexor,Warrior II,5,271
36634831,Vitank5 Waulfebane,Vexor,Warrior II,4.9,254
36634831,Vitank1 Waulfebane,Vexor,Warrior II,5,86
36634831,Vitank,Crow,Phased Weapon Navigation Array Generation Extron,5,0
36634687,Turob Eldest,Heretic,Caldari Navy Mjolnir Light Missile,4.918463,11471
36634687,magarethe,Jaguar,Jaguar,2.9,19685
36634687,Kira Babe,Sentinel,Hobgoblin II,2.4,10416
36634687,Imifi,Crow,Scourge Light Missile,-0.4,6133
36634687,mardatias,Malediction,Caldari Navy Mjolnir Light Missile,3.8,1218
36634687,Decibel90,Jaguar,Jaguar,5,711
36633725,addlein sneaks,Curse,Hammerhead II,-2.786794,3202
36633725,Jessica Moore,Scythe Fleet Issue,Stasis Webifier II,-0.6,14076
36633725,Spehh,Stabber Fleet Issue,Stabber Fleet Issue,-1.3,5756
36633725,,Guristas Annihilator,#System,0,1682
36633345,Kricky,Moa,Heavy Ion Blaster II,-1.52539,432
36633345,Wurby Hadah,Omen Navy Issue,Warp Disruptor II,-0.8,0
36633345,Anomena,Moa,Warp Scrambler II,-1.8,0
36633300,Kricky,Moa,Heavy Ion Blaster II,-1.52539,6812
36633300,Wurby Hadah,Omen Navy Issue,Omen Navy Issue,-0.8,4070
36633300,Anomena,Moa,Hobgoblin II,-1.8,764
36633220,MaxPain,Vagabond,220mm Vulcan AutoCannon II,5.003306,458
36633173,MaxPain,Vagabond,220mm Vulcan AutoCannon II,5.003306,451
36633163,MaxPain,Vagabond,220mm Vulcan AutoCannon II,5.003306,4968
36633164,MaxPain,Vagabond,220mm Vulcan AutoCannon II,5.003306,565
36632670,Von Tibbo,Flycatcher,Scourge Rage Rocket,4.352568,410
36632622,Anomena,Moa,Heavy Ion Blaster II,-1.767841,5756
36632622,Wurby Hadah,Omen Navy Issue,Hammerhead II,-0.8,2786
36632622,Kricky,Moa,Warrior II,-1.5,1384
36632622,,Pith Massacrer,#System,0,0
36632664,Von Tibbo,Flycatcher,Scourge Rage Rocket,4.352568,1116
36632664,,Scourge Heavy Missile,#System,0,25
36632664,Vane Vandayla,#System,Mobile Small Warp Disruptor I,5,0
36632560,Kricky,Moa,Warrior II,-1.52539,1216
36631406,Von Tibbo,Flycatcher,Scourge Rage Rocket,4.352568,799
36631411,Von Tibbo,Flycatcher,Scourge Rage Rocket,4.352568,402
36631411,Vane Vandayla,#System,Mobile Small Warp Disruptor I,5,0
36631160,Ommsen,Incursus,Light Ion Blaster II,5.002588,1494
36630847,Astor D'arthe,Arazu,Warrior II,3.371902,1495
36630847,Vitank,Raptor,Raptor,5,304
36630847,Chad Moody,Capsule,Upgraded 'Malkuth' Light Missile Launcher,4.8,263
36630847,Viralius 9,Omen,Omen,5,200
36630809,merlin ranger,Crusader,Dual Light Pulse Laser II,0.4451521,1441
36630692,StarConquer212,Ishtar,Bouncer II,-0.5928806,1242
36630692,Rengas,Ishtar,Bouncer II,-1.9,1395
36630692,merlin ranger,Crusader,Gatling Pulse Laser II,0.4,0
36630701,Rengas,Ishtar,Bouncer II,-1.903989,461
36630701,StarConquer212,Ishtar,Phased Weapon Navigation Array Generation Extron,-0.6,0
36630607,Tanis22,Crusader,Gatling Pulse Laser II,5.002188,379
36630607,Viralius 9,Omen,Hornet EC-300,5,1628
36630607,Vitank,Crow,J5 Prototype Warp Disruptor I,5,311
36630607,kaylan Samms,Manticore,Prototype 'Arbalest' Torpedo Launcher,5,307
36630431,Lynch Me,Tengu,Caldari Navy Scourge Heavy Missile,-0.8799905,4144
36630431,Spehh,Stabber Fleet Issue,Stabber Fleet Issue,-1.3,8933
36630431,addlein sneaks,Curse,Hammerhead II,-2.8,6193
36630431,Jessica Moore,Scythe Fleet Issue,220mm Vulcan AutoCannon II,-0.6,5093
36630431,Kiernan Shipka,Capsule,BZ-5 Neutralizing Spatial Destabilizer ECM,3.3,0
36630397,addlein sneaks,Curse,Valkyrie II,-2.786794,3923
36630397,Lynch Me,Tengu,Caldari Navy Scourge Heavy Missile,-0.9,5872
36630397,Jessica Moore,Scythe Fleet Issue,Warrior II,-0.6,1225
36630397,Kiernan Shipka,Falcon,BZ-5 Neutralizing Spatial Destabilizer ECM,3.3,0
36630423,Jessica Moore,Scythe Fleet Issue,220mm Vulcan AutoCannon II,-0.5728465,5068
36630423,Lynch Me,Tengu,Republic Fleet Warp Disruptor,-0.9,4166
36630423,Spehh,Stabber Fleet Issue,220mm Vulcan AutoCannon II,-1.3,0
36630189,Von Tibbo,Flycatcher,Scourge Rage Rocket,4.352568,411
36630189,Johny stakiller,Hawk,Rocket Launcher II,5,0
36630162,Von Tibbo,Flycatcher,Scourge Rage Rocket,4.352568,894
36630162,Johny stakiller,Hawk,Rocket Launcher II,5,0
36630162,Ola Wonga,Blackbird,ECM - Phase Inverter II,-2.4,0
36630136,Justice Dulcia,Legion,Heavy Pulse Laser II,4.700426,3325
36630136,Tri1ogy Bum,Sabre,Sabre,5,7758
36629772,Tri1ogy Bum,Harbinger,Harbinger,5.000037,7833
36629772,Rikku 13,Rupture,Rupture,5.2,4372
36629772,,Scourge Cruise Missile,#System,0,3363
36629772,Abraaxas,Crow,Caldari Navy Scourge Light Missile,5,186
36629772,Tanis22,Guardian,Acolyte II,5,161
36629670,Revan Crow,Sabre,125mm Gatling AutoCannon II,2.553351,402
36629670,Vane Vandayla,#System,Mobile Small Warp Disruptor I,5,0
36629610,Revan Crow,Sabre,125mm Gatling AutoCannon II,2.553351,863
36629610,Vane Vandayla,#System,Mobile Small Warp Disruptor I,5,0
36629489,sHanQ Myteia,Astero,Warrior II,2.314222,407
36629446,sHanQ Myteia,Astero,Warrior II,2.314222,862
36629102,Nigel Gray,Caracal,Caldari Navy Scourge Light Missile,0.008658609,1388
36627903,Dylan Reem,Deimos,Heavy Ion Blaster II,-1.10476,438
36627796,Paolo BraBra,Claw,280mm Howitzer Artillery II,5.002294,461
36624904,Zziza Winter,Tengu,Scourge Heavy Missile,5.000453,462
36624849,Zziza Winter,Tengu,Scourge Heavy Missile,5.000453,1684
36620728,Jessica Moore,Stabber Fleet Issue,220mm Vulcan AutoCannon II,-0.5728465,5661
36620705,Jessica Moore,Stabber Fleet Issue,220mm Vulcan AutoCannon II,-0.5728465,5206
36620705,,Guristas Annihilator,#System,0,756
36620448,Baktun Skord,Wolf,280mm Howitzer Artillery II,-1.759457,556
36620409,Veronica Nalelmir,Thrasher,200mm AutoCannon II,-0.8162246,384
36620409,Guillejejeje XDD,Hawk,Warp Scrambler II,5,0
36620415,Wurby Hadah,Omen Navy Issue,Heavy Pulse Laser II,-0.8239312,165762
36620382,Veronica Nalelmir,Thrasher,200mm AutoCannon II,-0.8162246,912
36620382,,Dire Guristas Imputor,#System,0,759
36620301,MinionA13X,Vagabond,425mm AutoCannon II,-0.7422388,10860
36620301,,Guristas Abolisher,#System,0,0
36620303,Davvy71,Gila,Warden II,-1.002006,13235
36620303,Guillejejeje XDD,Hawk,Scourge Rage Rocket,5,1453
36620303,Ola Wonga,Capsule,Warrior II,-2.4,1208
36620303,,Guristas Destructor,#System,0,91
36620271,Paolo BraBra,Claw,280mm Howitzer Artillery II,5.002294,1664
36620271,BOBLEFOUHAHA,Malediction,Mjolnir Fury Light Missile,4.8,3495
36620271,Hilara Who,Malediction,Caldari Navy Mjolnir Light Missile,5,2065
36620271,Buzz Dura,Crow,Mjolnir Fury Light Missile,5,1849
36620271,lUCY lINN,Malediction,Caldari Navy Mjolnir Light Missile,-4.2,1559
36620271,Synegry,Taranis,Warrior II,5,358
36620251,Synegry,Taranis,Taranis,5.001806,9592
36620251,,Scourge Heavy Missile,#System,0,61777
36620251,Hilara Who,Malediction,Caldari Navy Mjolnir Light Missile,5,8652
36620251,Buzz Dura,Crow,Mjolnir Fury Light Missile,5,6201
36620251,lUCY lINN,Malediction,Caldari Navy Mjolnir Light Missile,-4.2,6050
36620251,BOBLEFOUHAHA,Malediction,Mjolnir Fury Light Missile,4.8,5666
36620251,Paolo BraBra,Claw,Claw,5,2393
36620129,Outcch,Tristan,Light Neutron Blaster II,-6.689192,3818
36619463,Erik Gray,Rapier,425mm Medium 'Scout' Autocannon I,1.450243,1754
36619463,,Guristas Destroyer,#System,0,2044
36618853,Concolco,Raptor,75mm Gatling Rail II,5.006427,983
36617269,Chorgat,Sabre,125mm Gatling AutoCannon II,4.029354,939
36617282,Chorgat,Sabre,125mm Gatling AutoCannon II,4.029354,432
36615744,Skyeline Saphir,Zealot,Heavy Pulse Laser II,5.001554,13703
36615744,WhoS BoSsEn,Loki,Loki,-1.8,9223
36615744,,Guristas Heavy Missile Battery,#System,0,47
36615535,Erik Gray,Rapier,425mm Medium 'Scout' Autocannon I,1.450243,139
36615535,Termour,Broadsword,Broadsword,-1.5,252
36615527,Erik Gray,Rapier,425mm Medium 'Scout' Autocannon I,1.450243,390
36615527,Termour,Broadsword,Broadsword,-1.5,1629
36615478,Erik Gray,Rapier,425mm Medium 'Scout' Autocannon I,1.450243,881
36615478,Termour,Broadsword,Broadsword,-1.5,926
36615489,Erik Gray,Rapier,425mm Medium 'Scout' Autocannon I,1.450243,405
36614742,Erik Gray,Rapier,425mm Medium 'Scout' Autocannon I,1.450243,413
36614717,Erik Gray,Rapier,425mm Medium 'Scout' Autocannon I,1.450243,911
36613982,Horrorzombie,Sabre,200mm AutoCannon II,5.014012,391
36613954,Horrorzombie,Sabre,200mm AutoCannon II,5.014012,835
36613046,Termour,Broadsword,650mm Artillery Cannon II,-1.510834,5874
36613046,Murphy Pilgrim,Stabber Fleet Issue,Stabber Fleet Issue,-2,8178
36613046,Buff Oksaras,Stabber Fleet Issue,Warrior II,-1.4,6782
36612913,Gary en Cedoulain,Ishtar,Garde II,5.000743,432
36612911,Murphy Pilgrim,Stabber Fleet Issue,220mm Vulcan AutoCannon II,-2.005854,432
36612911,Buff Oksaras,Stabber Fleet Issue,Warp Disruptor II,-1.4,0
36612868,Termour,Broadsword,650mm Artillery Cannon II,-1.510834,297
36612868,Murphy Pilgrim,Stabber Fleet Issue,Stabber Fleet Issue,-2,641
36612868,Buff Oksaras,Stabber Fleet Issue,220mm Vulcan AutoCannon II,-1.4,0
36612812,Murphy Pilgrim,Stabber Fleet Issue,220mm Vulcan AutoCannon II,-2.005854,201
36612812,Buff Oksaras,Stabber Fleet Issue,Stabber Fleet Issue,-1.4,257
36612743,Termour,Broadsword,650mm Artillery Cannon II,-1.510834,2362
36612743,Buff Oksaras,Stabber Fleet Issue,Warrior II,-1.4,2911
36612743,Murphy Pilgrim,Stabber Fleet Issue,J5b Phased Prototype Warp Scrambler I,-2,0
36611721,Murphy Pilgrim,Stabber Fleet Issue,220mm Vulcan AutoCannon II,-2.005854,417
36611721,Buff Oksaras,Stabber Fleet Issue,X5 Prototype Engine Enervator,-1.4,0
36611716,Murphy Pilgrim,Stabber Fleet Issue,220mm Vulcan AutoCannon II,-2.005854,890
36611716,Buff Oksaras,Stabber Fleet Issue,220mm Vulcan AutoCannon II,-1.4,1343
36610019,Guillejejeje XDD,Hawk,Mjolnir Rage Rocket,5.001924,36430
36610019,,Scourge Torpedo,#System,0,7540
36609036,Hayden Starkiller,Crow,Mjolnir Fury Light Missile,-0.6149637,1826
36609036,Alec Freeman,Claw,Claw,3.6,3604
36609036,gunzbngbng,Malediction,Mjolnir Fury Light Missile,-0.5,2826
36609036,Pepe Primaro,Malediction,Caldari Navy Mjolnir Light Missile,0.2,1737
36609036,LaserzPewPew,Crow,Mjolnir Fury Light Missile,-0.7,1675
36609036,,Scourge Torpedo,#System,0,1358
36609036,Lurina Ridali,Crow,Caldari Navy Scourge Light Missile,3,859
36609036,Nota Ero,Malediction,Caldari Navy Mjolnir Light Missile,1.7,819
36609036,Dreysine,Malediction,Scourge Fury Light Missile,4.1,770
36609036,Kate Ore,Crow,Caldari Navy Scourge Rocket,-1.5,666
36609036,Teka Hra,Ares,Ares,-0.1,402
36609036,GODUN,Crow,Scourge Fury Light Missile,0.1,220
36609048,Lurina Ridali,Crow,Caldari Navy Scourge Light Missile,2.990942,339
36609048,Kate Ore,Crow,Caldari Navy Scourge Rocket,-1.5,121
36609048,Alec Freeman,Claw,Faint Warp Disruptor I,3.6,0
36609048,GODUN,Crow,Balmer Series Tracking Disruptor I,0.1,0
36609048,LaserzPewPew,Crow,Warp Disruptor II,-0.7,0
36609048,Nota Ero,Malediction,Warp Disruptor II,1.7,0
36609048,Dreysine,Malediction,Warp Disruptor II,4.1,0
36609048,Teka Hra,Ares,Shadow Serpentis Warp Disruptor,-0.1,0
36609048,gunzbngbng,Malediction,Warp Disruptor II,-0.5,0
36606886,Iito,Vigilant,Heavy Neutron Blaster II,-0.3735055,11656
36606522,Providence Kys,Hawk,Scourge Rage Rocket,-0.2012973,489
36606522,Turob Eldest,Heretic,Warp Disrupt Probe,4.9,0
36606506,Providence Kys,Hawk,Scourge Rage Rocket,-0.2012973,1525
36606482,Medea Bequin Istvaan,Retribution,Dual Light Pulse Laser II,1.486819,3263
36606482,Providence Kys,Hawk,J5b Phased Prototype Warp Scrambler I,-0.2,12936
36606482,Frosch Koenig,Atron,Atron,0.2,1339
36606482,Hati0021,Enyo,Hobgoblin II,4.6,109
36605184,Ipsimus,Panther,Warrior II,-5.418462,435
36605042,Quietlycurses,Redeemer,Mega Pulse Laser II,1.179906,3117
36605042,,Dire Pithi Saboteur,#System,0,82509
36605042,silentcurses,Panther,Panther,1,3013
36605042,Effigies,Panther,Panther,0,1771
36605042,Ipsimus,Panther,Panther,-5.4,879
36605042,CrispElite,Panther,Panther,-2.7,800
36605042,TheRustling,Malediction,Faint Warp Disruptor I,-0.1,0
36603781,Von Tibbo,Flycatcher,Scourge Rage Rocket,4.352568,399
36603614,Kaeda Maxwell,Crow,Caldari Navy Scourge Light Missile,-3.653487,144
36603614,prettyboyfloyde,Crow,Scourge Javelin Rocket,-8.1,266
36603614,Altaen,Zealot,Heavy Pulse Laser II,-9.9,0
36603566,Robinton Jax,Zealot,Heavy Pulse Laser II,-9.598324,2751
36603566,Kaeda Maxwell,Crow,Caldari Navy Scourge Light Missile,-3.7,998
36603566,prettyboyfloyde,Crow,Rocket Launcher II,-8.1,771
36603566,Altaen,Zealot,Heavy Pulse Laser II,-9.9,0
36603566,Diziet Thomas,Zealot,Focused Medium Pulse Laser II,-9.7,0
36603557,Robinton Jax,Zealot,Heavy Pulse Laser II,-9.598324,1383
36603557,Diziet Thomas,Zealot,Zealot,-9.7,2301
36603557,Kaeda Maxwell,Crow,Caldari Navy Scourge Light Missile,-3.7,82
36603557,prettyboyfloyde,Crow,Rocket Launcher II,-8.1,0
36603557,Altaen,Zealot,Heavy Pulse Laser II,-9.9,0
36603516,Diziet Thomas,Zealot,Focused Medium Pulse Laser II,-9.746683,435
36603516,Altaen,Zealot,Zealot,-9.9,1235
36603516,Kaeda Maxwell,Crow,Caldari Navy Scourge Light Missile,-3.7,710
36603516,prettyboyfloyde,Crow,Scourge Javelin Rocket,-8.1,443
36603516,Robinton Jax,Zealot,Zealot,-9.6,241
36603544,Diziet Thomas,Zealot,Focused Medium Pulse Laser II,-9.746683,1152
36603544,Robinton Jax,Zealot,Zealot,-9.6,2211
36603544,Altaen,Zealot,Heavy Pulse Laser II,-9.9,0
36603507,Altaen,Zealot,Heavy Pulse Laser II,-9.909876,2450
36603507,Robinton Jax,Zealot,Zealot,-9.6,691
36603370,Altaen,Zealot,Heavy Pulse Laser II,-9.909876,4404
36603370,Robinton Jax,Zealot,Zealot,-9.6,4146
36603370,Diziet Thomas,Zealot,Zealot,-9.7,2534
36603370,Kaeda Maxwell,Crow,Caldari Navy Scourge Light Missile,-3.7,925
36603370,prettyboyfloyde,Crow,Scourge Javelin Rocket,-8.1,828
36602949,Altaen,Zealot,Heavy Pulse Laser II,-9.909876,1754
36602949,Robinton Jax,Zealot,Zealot,-9.6,498
36602949,Diziet Thomas,Zealot,Zealot,-9.7,250
36602969,Diziet Thomas,Zealot,Focused Medium Pulse Laser II,-9.746683,129
36602969,Altaen,Zealot,Zealot,-9.9,1128
36602969,Robinton Jax,Zealot,Zealot,-9.6,890
36602944,Altaen,Zealot,Heavy Pulse Laser II,-9.909876,1492
36602944,Robinton Jax,Zealot,Zealot,-9.6,285
36602944,Diziet Thomas,Zealot,Warp Disruptor II,-9.7,0
36602959,Altaen,Zealot,Heavy Pulse Laser II,-9.909876,1472
36602371,Davvy71,Venture,Warrior II,-1.002006,678
36601504,Merchantus,Algos,Hobgoblin II,0.5634822,384
36599791,Mr Bio,Sin,Garde II,-9.762254,1401
36599791,TrouserDeagle,Sin,Garde II,-9.9,3666
36599791,recloose,Sin,Garde II,-5.8,1718
36599791,Cybus Max,Redeemer,Redeemer,-10,1687
36599791,deadly badger,Redeemer,Redeemer,-9.8,1553
36599791,Asakura Manji,Sin,Garde II,-8.6,1548
36599791,Switch 4,Panther,Phased Muon Sensor Disruptor I,-10,1511
36599791,Grunanca,Redeemer,Redeemer,-9.9,1053
